Q96MF0	Q96MF0
A6NDX5	Q499R0
A6NDX5	Q4FZC9
A6NDX5	Q4JIM5
A6NDX5	Q4KM33
A6NDX5	Q4U4S6
A6NDX5	Q4V896
A6NDX5	Q4V9H5
A6NDX5	Q4ZHG4
A6NDX5	Q55168
A6NDX5	Q55750
A6NDX5	Q59N29
A6NDX5	Q5A4H5
A6NDX5	Q5ACK7
A6NDX5	Q5CZA5
A6NDX5	Q5EBL2
A6NDX5	Q5FVJ0
A6NDX5	Q7L099
A6NDX5	Q5HY98
A6NDX5	Q5I0D6
A6NDX5	Q5JPF3
A6NDX5	Q5NCC9
A6NDX5	Q5PQJ7
A6NDX5	Q5TC82
A6NDX5	Q5XII5
A6NDX5	Q5Y5T2
A6NDX5	Q60668
A6NDX5	Q60769
A6NDX5	Q61080
A6NDX5	Q61160
A6NDX5	Q61581
A6NDX5	Q61712
A6NDX5	Q62120
A6NDX5	Q62120
A6NDX5	Q62233
A6NDX5	Q62415
A6NDX5	Q62838
A6NDX5	Q63151
A6NDX5	Q63364
A6NDX5	Q63651
A6NDX5	Q63870
A6NDX5	Q641Y8
A6NDX5	Q64459
A6NDX5	Q64605
A6NDX5	Q66H62
A6NDX5	Q676U5
A6NDX5	Q68D85
A6NDX5	Q68FF6
A6NDX5	Q69Z36
A6NDX5	Q69ZU6
A6NDX5	Q6AWJ9
A6NDX5	Q6IE81
A6NDX5	Q6IMY8
A6NDX5	Q6NZQ4
A6NDX5	Q6P2P2
A6NDX5	Q6P5Z2
A6NDX5	Q6P9L4
A6NDX5	Q6PB44
A6NDX5	Q6PD21
A6NDX5	Q6PFR5
A6NDX5	Q6PHR2
A6NDX5	Q6S8J7
A6NDX5	Q6TXD4
A6NDX5	Q6UXG2
A6NDX5	Q6YND2
A6NDX5	Q6ZMZ0
A6NDX5	Q6ZNJ1
A6NDX5	Q6ZT77
A6NDX5	Q7K0L4
A6NDX5	Q7KN62
A6NDX5	Q7L0Q8
A6NDX5	Q7LKZ7
A6NDX5	Q7PC88
A6NDX5	Q7TPK1
A6NDX5	Q7TQJ8
A6NDX5	Q7Z2Y5
A6NDX5	Q7ZU99
A6NDX5	Q80TA6
A6NDX5	Q80TS8
A6NDX5	Q80V63
A6NDX5	Q80W00
A6NDX5	Q80WM4
A6NDX5	Q80XG9
A6NDX5	B4F7C5
A6NDX5	Q80Y83
A6NDX5	Q80YX1
A6NDX5	Q80ZK9
A6NDX5	Q810U4
A6NDX5	Q812E0
A6NDX5	Q83K95
A6NDX5	Q86SJ2
A6NDX5	Q86TP1
A6NDX5	Q86XS8
A6NDX5	Q86YI8
A6NDX5	Q8BFS8
A6NDX5	Q8BGT6
A6NDX5	Q8BHN5
A6NDX5	Q8BLF2
A6NDX5	Q8BM85
A6NDX5	Q8BMP6
A6NDX5	Q8BQQ1
A6NDX5	Q8BTI9
A6NDX5	Q8BUL5
A6NDX5	Q8BW96
A6NDX5	Q8BX22
A6NDX5	Q8BY35
A6NDX5	Q8BYZ1
A6NDX5	Q8BZW2
A6NDX5	Q8C0P7
A6NDX5	Q8C166
A6NDX5	Q8C2K1
A6NDX5	Q8C5W3
A6NDX5	Q8C7E9
A6NDX5	Q8CBH7
A6NDX5	Q8CGA0
A6NDX5	Q8CGW4
A6NDX5	Q8CJ27
A6NDX5	Q8HXL3
A6NDX5	Q8ILI6
A6NDX5	Q8IUW5
A6NDX5	Q8IVF5
A6NDX5	Q8IW36
A6NDX5	Q8IWT3
A6NDX5	Q8IXY8
A6NDX5	Q8IYB7
A6NDX5	Q8IZA0
A6NDX5	Q8IZQ1
A6NDX5	Q8K1N1
A6NDX5	Q8K2J7
A6NDX5	Q8K3P0
A6NDX5	Q8K4S1
A6NDX5	Q8L7S8
A6NDX5	Q8LLP5
A6NDX5	Q8N6Y2
A6NDX5	Q8NB50
A6NDX5	Q8NCN4
A6NDX5	Q8NEB9
A6NDX5	Q8NFP9
A6NDX5	Q8NG81
A6NDX5	Q8NGR5
A6NDX5	Q8NHC7
A6NDX5	Q8NI29
A6NDX5	Q8QZS1
A6NDX5	Q8R0A2
A6NDX5	Q8TA94
A6NDX5	Q8TAQ5
A6NDX5	Q8TC84
A6NDX5	Q8TD08
A6NDX5	Q8TDN1
A6NDX5	Q8TF21
A6NDX5	Q8VDQ1
A6NDX5	Q8VGC3
A6NDX5	Q8VHR0
A6NDX5	Q8Y5X4
A6NDX5	Q91VH2
A6NDX5	Q91WB7
A6NDX5	Q91YJ2
A6NDX5	Q922R0
A6NDX5	Q924D0
A6NDX5	Q92503
A6NDX5	Q92608
A6NDX5	Q92730
A6NDX5	Q92823
A6NDX5	Q969Q5
A6NDX5	Q96BV0
A6NDX5	Q96J84
A6NDX5	Q96JM4
A6NDX5	Q96L34
A6NDX5	Q96LT4
A6NDX5	Q96M94
A6NDX5	A2AAX3
A6NDX5	Q96ND8
A6NDX5	Q96Q77
A6NDX5	Q96R28
A6NDX5	Q96SK3
A6NDX5	Q99321
A6NDX5	Q99829
A6NDX5	Q99ME2
A6NDX5	Q99MV5
A6NDX5	Q9AR19
A6NDX5	Q9BQ39
A6NDX5	Q9BS31
A6NDX5	Q9BXB1
A6NDX5	Q9BXP8
A6NDX5	Q9BZA8
A6NDX5	Q9C099
A6NDX5	Q9C5K8
A6NDX5	Q9C9M7
A6NDX5	Q9D0K1
A6NDX5	Q9D236
A6NDX5	Q9DCD0
A6NDX5	Q9EPW0
A6NDX5	Q9EQJ9
A6NDX5	Q9ES18
A6NDX5	Q9ESG2
A6NDX5	Q9FK68
A6NDX5	Q9GZN0
A6NDX5	Q9H0M0
A6NDX5	Q9H159
A6NDX5	Q9H1P3
A6NDX5	Q9H3P7
A6NDX5	Q9H560
A6NDX5	Q9H930
A6NDX5	Q9HBU1
A6NDX5	Q9HCS5
A6NDX5	Q9JHG7
A6NDX5	Q9JI91
A6NDX5	Q9JJ28
A6NDX5	Q9JJM7
A6NDX5	Q9JJZ9
A6NDX5	Q9JKD9
A6NDX5	Q9JLQ0
A6NDX5	Q9JMK2
A6NDX5	Q9LPZ9
A6NDX5	Q9LTB8
A6NDX5	Q9LW88
A6NDX5	Q9NDJ2
A6NDX5	Q9NP60
A6NDX5	Q9NSI6
A6NDX5	Q9NUA8
A6NDX5	Q9NVJ2
A6NDX5	Q9CQW2
A6NDX5	Q9NW75
A6NDX5	Q9NXV2
A6NDX5	Q9NZR1
A6NDX5	Q9P0K8
A6NDX5	Q9P1P5
A6NDX5	Q9P2J8
A6NDX5	Q9QUM4
A6NDX5	Q9QX29
A6NDX5	Q9QXL8
A6NDX5	Q9QZM0
A6NDX5	Q9R022
A6NDX5	Q9R1K5
A6NDX5	Q9R1W3
A6NDX5	Q9S7U9
A6NDX5	Q9SIZ2
A6NDX5	Q9TW65
A6NDX5	Q9U308
A6NDX5	Q9UBG3
A6NDX5	Q9UBS0
A6NDX5	Q9UDT6
A6NDX5	Q9UFV1
A6NDX5	Q9UI15
A6NDX5	Q9UK53
A6NDX5	Q9UKX2
A6NDX5	Q9UL62
A6NDX5	Q9ULX7
A6NDX5	Q9UPN9
A6NDX5	Q9UQ13
A6NDX5	Q9USL4
A6NDX5	Q9V8R9
A6NDX5	Q9VG73
A6NDX5	Q9VJ79
A6NDX5	Q9VTU3
A6NDX5	Q9VWF2
A6NDX5	Q9WU03
A6NDX5	Q9X2T1
A6NDX5	Q9Y2U5
A6NDX5	Q9Y334
A6NDX5	Q9Y3Z3
A6NDX5	Q9Y4H2
A6NDX5	Q9Y573
A6NDX5	Q9Y5G0
A6NDX5	Q9Z1A5
A6NDX5	Q9Z1M4
A6NDX5	Q9Z1X1
A6NDX5	Q9Z270
A6NDX5	Q9WV55
A6NDX5	Q9ZU96
A6NDX5	S4R2P9
A6NDX5	A0JPZ8
A6NDX5	A2ANX9
A6NDX5	A2ZMH2
A6NDX5	Q2QMH1
A6NDX5	A3KPF2
A6NDX5	A4QUF0
A6NDX5	A4REU9
A6NDX5	A6YP92
A6NDX5	A7XV14
A6NDX5	A8MTI9
A6NDX5	B2GUY1
A6NDX5	B5DFG1
A6NDX5	B7FAL5
A6NDX5	B9FK36
A6NDX5	C0LGX3
A6NDX5	C9JBD0
A6NDX5	D3ZZ07
A6NDX5	E0CZ16
A6NDX5	E9PKD4
A6NDX5	F4HP88
A6NDX5	F4HVS0
A6NDX5	F4I594
A6NDX5	F4IS91
A6NDX5	F4J1U4
A6NDX5	F4JAA5
A6NDX5	F4JT82
A6NDX5	G3V801
A6NDX5	O04086
A6NDX5	O04492
A6NDX5	O08641
A6NDX5	O13310
A6NDX5	O13690
A6NDX5	O13820
A6NDX5	O13982
A6NDX5	O14498
A6NDX5	O22265
A6NDX5	O22824
A6NDX5	O35205
A6NDX5	O35732
A6NDX5	O42858
A6NDX5	O44406
A6NDX5	O49841
A6NDX5	O59958
A6NDX5	O65440
A6NDX5	O65784
A6NDX5	O74319
A6NDX5	O74508
A6NDX5	O75795
A6NDX5	O95057
A6NDX5	P00333
A6NDX5	P01132
A6NDX5	P01645
A6NDX5	P01793
A6NDX5	P03986
A6NDX5	P08542
A6NDX5	P0CF51
A6NDX5	P10255
A6NDX5	P11143
A6NDX5	P12788
A6NDX5	P16177
A6NDX5	P20814
A6NDX5	P23280
A6NDX5	P23965
A6NDX5	P31271
A6NDX5	P32742
A6NDX5	P34144
A6NDX5	P34501
A6NDX5	P34892
A6NDX5	P40230
A6NDX5	P40555
A6NDX5	P41151
A6NDX5	P47927
A6NDX5	P48360
A6NDX5	P54007
A6NDX5	P56521
A6NDX5	P87237
A6NDX5	P92981
A6NDX5	P97873
A6NDX5	Q03112
A6NDX5	Q07643
A6NDX5	Q08112
A6NDX5	Q9FY64
A6NDX5	Q09103
A6NDX5	Q09806
A6NDX5	Q0D3J9
A6NDX5	Q0DKP3
A6NDX5	Q0WQQ1
A6NDX5	Q10355
A6NDX5	Q20347
A6NDX5	Q22638
A6NDX5	Q24210
A6NDX5	Q27597
A6NDX5	Q2R4J4
A6NDX5	Q388M1
A6NDX5	Q39222
A6NDX5	Q41745
A6NDX5	Q4FZU4
A6NDX5	Q4LBB6
A6NDX5	J9VT60
A6NDX5	Q920S2
A6NDX5	Q925I4
A6NDX5	Q93VB5
A6NDX5	Q93WU8
A6NDX5	Q93ZM9
A6NDX5	Q949S5
A6NDX5	Q96BM9
A6NDX5	Q99P50
A6NDX5	Q9BIW4
A6NDX5	Q9C270
A6NDX5	Q9C5G5
A6NDX5	Q9C637
A6NDX5	Q9C7F2
A6NDX5	Q9C820
A6NDX5	Q9C9W9
A6NDX5	Q9CX98
A6NDX5	Q9D0F6
A6NDX5	Q9D6L8
A6NDX5	Q9FG77
A6NDX5	Q9FHD3
A6NDX5	Q9FK66
A6NDX5	Q9FMM4
A6NDX5	Q9FN67
A6NDX5	Q9FT70
A6NDX5	Q9H920
A6NDX5	Q9I7S6
A6NDX5	Q9JIY7
A6NDX5	Q9JKA5
A6NDX5	Q9JLZ9
A6NDX5	Q9LDN0
A6NDX5	Q9LEY4
A6NDX5	Q9LJ68
A6NDX5	Q9LJW1
A6NDX5	Q9LKL2
A6NDX5	Q9LNB6
A6NDX5	Q9LP59
A6NDX5	Q9LTL0
A6NDX5	Q9LUA9
A6NDX5	Q9LUT0
A6NDX5	Q9LVD4
A6NDX5	Q9LVY7
A6NDX5	Q9LYQ2
A6NDX5	Q9LZF6
A6NDX5	Q9M1C7
A6NDX5	Q9M8Z7
A6NDX5	Q9NX52
A6NDX5	Q9NZQ0
A6NDX5	Q9P6U9
A6NDX5	Q9P7S3
A6NDX5	Q9QX05
A6NDX5	Q9R0L1
A6NDX5	Q9SAK5
A6NDX5	Q9SFB6
A6NDX5	Q9SGS2
A6NDX5	Q9SHL7
A6NDX5	Q9SID8
A6NDX5	Q9SKT1
A6NDX5	Q9SP32
A6NDX5	Q9SSB5
A6NDX5	Q9SV68
A6NDX5	Q9SYC9
A6NDX5	Q9T0J1
A6NDX5	Q9ULY5
A6NDX5	Q9UT73
A6NDX5	Q9UVL1
A6NDX5	Q9W0K7
A6NDX5	Q9WTV6
A6NDX5	Q9XI98
A6NDX5	Q9XTA3
A6NDX5	Q9Z311
A6NDX5	Q9ZPW2
A6NDX5	A0A075B6N2
A6NDX5	A0A0B4J244
A6NDX5	A0A0C4DH39
A6NDX5	A0FKI7
A6NDX5	A1A5B6
A6NDX5	A1KZ92
A6NDX5	A1ZAB5
A6NDX5	A2A7Q9
A6NDX5	A2AFR3
A6NDX5	A2AKE7
A6NDX5	A2ARA8
A6NDX5	A3LN91
A6NDX5	A4VZZ3
A6NDX5	A6NJG2
A6NDX5	A6QL63
A6NDX5	A8K979
A6NDX5	B2GV05
A6NDX5	B2RUR8
A6NDX5	B5DEL1
A6NDX5	B9EJ86
A6NDX5	E1JIT7
A6NDX5	E9Q2Z1
A6NDX5	E9Q7D5
A6NDX5	F2Z6D2
A6NDX5	F6SEU4
A6NDX5	G3V7Q0
A6NDX5	G5E8Q8
A6NDX5	G5EFS2
A6NDX5	O00300
A6NDX5	O01700
A6NDX5	O08394
A6NDX5	O08796
A6NDX5	O08961
A6NDX5	O14148
A6NDX5	O14578
A6NDX5	O14709
A6NDX5	O14964
A6NDX5	O15182
A6NDX5	O15523
A6NDX5	O17071
A6NDX5	O22193
A6NDX5	O32213
A6NDX5	O35111
A6NDX5	O35379
A6NDX5	O35787
A6NDX5	O42700
A6NDX5	O43060
A6NDX5	O43307
A6NDX5	O43719
A6NDX5	O48686
A6NDX5	O55148
A6NDX5	O59855
A6NDX5	O60162
A6NDX5	O60733
A6NDX5	O70126
A6NDX5	O74350
A6NDX5	O74536
A6NDX5	O74919
A6NDX5	O75182
A6NDX5	O75366
A6NDX5	O75578
A6NDX5	O77459
A6NDX5	O88667
A6NDX5	O88902
A6NDX5	O89026
A6NDX5	O94685
A6NDX5	O94806
A6NDX5	O95081
A6NDX5	O95302
A6NDX5	O95428
A6NDX5	O95727
A6NDX5	O95841
A6NDX5	O95985
A6NDX5	O96838
A6NDX5	P00920
A6NDX5	P02463
A6NDX5	P02609
A6NDX5	P03976
A6NDX5	P04157
A6NDX5	P04278
A6NDX5	P04819
A6NDX5	P05129
A6NDX5	P06704
A6NDX5	P07334
A6NDX5	P07607
A6NDX5	P07802
A6NDX5	P08099
A6NDX5	P08621
A6NDX5	P09007
A6NDX5	P0AEK2
A6NDX5	P0C6C1
A6NDX5	P0C865
A6NDX5	P0CW19
A6NDX5	P0CW20
A6NDX5	P10989
A6NDX5	P11799
A6NDX5	P12790
A6NDX5	P13395
A6NDX5	P13596
A6NDX5	P14906
A6NDX5	P16277
A6NDX5	P16415
A6NDX5	P16970
A6NDX5	P17987
A6NDX5	P18292
A6NDX5	P18564
A6NDX5	P20053
A6NDX5	P21447
A6NDX5	P21575
A6NDX5	P22303
A6NDX5	P22543
A6NDX5	P23188
A6NDX5	P24452
A6NDX5	P25025
A6NDX5	P25343
A6NDX5	P25391
A6NDX5	P25686
A6NDX5	P25940
A6NDX5	P26196
A6NDX5	P26408
A6NDX5	P26715
A6NDX5	P27038
A6NDX5	P27398
A6NDX5	P27864
A6NDX5	P28289
A6NDX5	P28563
A6NDX5	P31007
A6NDX5	P31244
A6NDX5	P32243
A6NDX5	P32338
A6NDX5	P32485
A6NDX5	P33534
A6NDX5	P33919
A6NDX5	P34218
A6NDX5	P34314
A6NDX5	P34668
A6NDX5	P35210
A6NDX5	P35288
A6NDX5	P35416
A6NDX5	P35556
A6NDX5	P35637
A6NDX5	P35754
A6NDX5	P36047
A6NDX5	P36104
A6NDX5	P36373
A6NDX5	P36888
A6NDX5	P38251
A6NDX5	P38623
A6NDX5	P38704
A6NDX5	P38755
A6NDX5	P38806
A6NDX5	P39078
A6NDX5	P40121
A6NDX5	P40201
A6NDX5	P40381
A6NDX5	P40565
A6NDX5	P40792
A6NDX5	P40963
A6NDX5	P41413
A6NDX5	P41813
A6NDX5	P43069
A6NDX5	P43252
A6NDX5	P43568
A6NDX5	P46469
A6NDX5	P46974
A6NDX5	P47713
A6NDX5	P47936
A6NDX5	P48436
A6NDX5	P50171
A6NDX5	P50402
A6NDX5	P50750
A6NDX5	P51582
A6NDX5	P51682
A6NDX5	P51831
A6NDX5	P51956
A6NDX5	P52294
A6NDX5	P52597
A6NDX5	P53041
A6NDX5	P54652
A6NDX5	P55211
A6NDX5	P55975
A6NDX5	P58397
A6NDX5	P59622
A6NDX5	P61169
A6NDX5	P61168
A6NDX5	P61292
A6NDX5	P62140
A6NDX5	P62141
A6NDX5	P62142
A6NDX5	P61600
A6NDX5	P62334
A6NDX5	P63269
A6NDX5	P63268
A6NDX5	P70298
A6NDX5	P80428
A6NDX5	P81066
A6NDX5	P83268
A6NDX5	P86176
A6NDX5	P97377
A6NDX5	P97473
A6NDX5	P97855
A6NDX5	P98133
A6NDX5	P9WMJ9
A6NDX5	A1KFH2
A6NDX5	Q00534
A6NDX5	Q00993
A6NDX5	Q01279
A6NDX5	Q01560
A6NDX5	Q01780
A6NDX5	Q01974
A6NDX5	Q02446
A6NDX5	Q02748
A6NDX5	Q03125
A6NDX5	Q03640
A6NDX5	Q03751
A6NDX5	Q04067
A6NDX5	Q04747
A6NDX5	Q04LY0
A6NDX5	Q06416
A6NDX5	Q06547
A6NDX5	Q06677
A6NDX5	Q06828
A6NDX5	Q07113
A6NDX5	Q07424
A6NDX5	Q07617
A6NDX5	Q07968
A6NDX5	Q08289
A6NDX5	Q08881
A6NDX5	Q09014
A6NDX5	Q0P571
A6NDX5	Q0VAM2
A6NDX5	Q0Z7W6
A6NDX5	Q12046
A6NDX5	Q12974
A6NDX5	O70274
A6NDX5	Q13107
A6NDX5	Q13216
A6NDX5	Q13608
A6NDX5	Q14002
A6NDX5	Q14147
A6NDX5	Q14246
A6NDX5	Q14B98
A6NDX5	Q14DL0
A6NDX5	Q15052
A6NDX5	Q15654
A6NDX5	Q19972
A6NDX5	Q1LY77
A6NDX5	Q1WIM3
A6NDX5	Q99N28
A6NDX5	Q20875
A6NDX5	Q23120
A6NDX5	Q24338
A6NDX5	Q27W01
A6NDX5	Q9Y5S9
A6NDX5	Q29502
A6NDX5	Q2VPA6
A6NDX5	Q39026
A6NDX5	Q3KRC5
A6NDX5	Q3MHZ4
A6NDX5	Q3SXY8
A6NDX5	Q3U6B2
A6NDX5	Q3UHC2
A6NDX5	Q3UIR3
A6NDX5	Q3USZ2
A6NDX5	Q3ZCX4
A6NDX5	Q4UJ75
A6NDX5	Q4V898
A6NDX5	Q53EL9
A6NDX5	Q55169
A6NDX5	Q59W62
A6NDX5	Q5ACL4
A6NDX5	Q5BJU3
A6NDX5	Q5CZZ9
A6NDX5	Q5DU09
A6NDX5	Q5FWU5
A6NDX5	Q5HFI0
A6NDX5	Q5RG82
A6NDX5	Q5SS80
A6NDX5	Q5SXY1
A6NDX5	Q5T1M5
A6NDX5	Q5U2T9
A6NDX5	Q5VZP5
A6NDX5	Q5Y5T3
A6NDX5	Q60670
A6NDX5	Q60980
A6NDX5	Q61161
A6NDX5	Q61282
A6NDX5	Q61584
A6NDX5	Q62130
A6NDX5	Q62234
A6NDX5	Q62418
A6NDX5	Q62623
A6NDX5	Q63155
A6NDX5	Q63531
A6NDX5	Q63880
A6NDX5	Q64462
A6NDX5	Q658N2
A6NDX5	Q66H68
A6NDX5	Q66HG7
A6NDX5	Q69ZU8
A6NDX5	Q6AYF7
A6NDX5	Q6CPK7
A6NDX5	Q6DJT9
A6NDX5	Q6F6B3
A6NDX5	Q6IE82
A6NDX5	Q6MZM0
A6NDX5	Q6NZQ6
A6NDX5	Q6P502
A6NDX5	Q6P686
A6NDX5	Q6P9L6
A6NDX5	Q6PD24
A6NDX5	Q6PHS6
A6NDX5	Q6R2K3
A6NDX5	Q6TXF5
A6NDX5	Q6UXH1
A6NDX5	Q6ZMZ3
A6NDX5	Q6ZNL6
A6NDX5	Q6ZQ82
A6NDX5	Q6ZRP7
A6NDX5	Q6ZVH7
A6NDX5	Q76IC6
A6NDX5	Q78HU7
A6NDX5	Q7K0Y1
A6NDX5	Q7L0X0
A6NDX5	Q7SXG4
A6NDX5	Q7TPK6
A6NDX5	Q7TSJ6
A6NDX5	Q7Z602
A6NDX5	Q80UG2
A6NDX5	Q80V70
A6NDX5	Q80Y84
A6NDX5	Q80YY7
A6NDX5	Q80ZQ5
A6NDX5	Q86VZ6
A6NDX5	Q812E4
A6NDX5	Q86SJ6
A6NDX5	Q86VQ3
A6NDX5	Q86X55
A6NDX5	Q86YJ7
A6NDX5	Q8BG47
A6NDX5	Q8BLG0
A6NDX5	Q8BM88
A6NDX5	Q8BTJ4
A6NDX5	Q8BUL6
A6NDX5	Q8BWA5
A6NDX5	Q8BX35
A6NDX5	Q8BY46
A6NDX5	Q8C0Q2
A6NDX5	Q8C2K5
A6NDX5	Q8C4S8
A6NDX5	Q8C5W4
A6NDX5	Q8C9V1
A6NDX5	Q8CHS7
A6NDX5	Q8CID0
A6NDX5	Q8HXQ5
A6NDX5	Q8IU80
A6NDX5	Q8IVF6
A6NDX5	Q8IWT6
A6NDX5	Q8IXB1
A6NDX5	Q8IXZ2
A6NDX5	Q8IYB8
A6NDX5	Q8IZA3
A6NDX5	Q8K099
A6NDX5	Q8K1N2
A6NDX5	Q8K2K6
A6NDX5	Q8K352
A6NDX5	Q8K4B2
A6NDX5	Q8K4S7
A6NDX5	Q8L7U5
A6NDX5	Q8N1Q1
A6NDX5	Q8N2Y8
A6NDX5	Q8N693
A6NDX5	Q8N806
A6NDX5	Q8N9I0
A6NDX5	Q8NB59
A6NDX5	Q8NDG6
A6NDX5	Q8NEX9
A6NDX5	Q8NG83
A6NDX5	Q8NGR8
A6NDX5	Q8NI35
A6NDX5	Q8R1G6
A6NDX5	Q8R373
A6NDX5	Q8R550
A6NDX5	Q8RWD9
A6NDX5	Q8S8L9
A6NDX5	Q8TDN2
A6NDX5	Q8TF27
A6NDX5	Q8WXF1
A6NDX5	Q8WYK1
A6NDX5	Q8X505
A6NDX5	Q91V08
A6NDX5	Q921C3
A6NDX5	Q92610
A6NDX5	Q92824
A6NDX5	Q92917
A6NDX5	Q93Y06
A6NDX5	Q94K80
A6NDX5	Q95RQ8
A6NDX5	Q96AE4
A6NDX5	Q96F44
A6NDX5	Q96J87
A6NDX5	Q96KK3
A6NDX5	Q96L42
A6NDX5	Q96M96
A6NDX5	Q96MT3
A6NDX5	Q96P20
A6NDX5	Q96PJ5
A6NDX5	Q96R67
A6NDX5	Q96RU2
A6NDX5	Q97Z97
A6NDX5	Q99323
A6NDX5	Q99500
A6NDX5	Q99714
A6NDX5	Q99J08
A6NDX5	Q99JF8
A6NDX5	Q99JZ7
A6NDX5	Q99LB2
A6NDX5	Q99LM3
A6NDX5	Q99ME3
A6NDX5	Q99MV7
A6NDX5	Q99NH0
A6NDX5	Q99PG4
A6NDX5	Q9BS34
A6NDX5	Q9BV36
A6NDX5	Q9BVQ7
A6NDX5	Q9BXB4
A6NDX5	Q9BYJ4
A6NDX5	Q9BZB8
A6NDX5	Q9C0A0
A6NDX5	Q9C0J8
A6NDX5	Q9C9Q4
A6NDX5	Q9CQ79
A6NDX5	Q9CY58
A6NDX5	Q6AXS5
A6NDX5	Q9D1A2
A6NDX5	Q9D2X0
A6NDX5	Q9D517
A6NDX5	Q9D6E4
A6NDX5	Q9D8I2
A6NDX5	Q9DAW6
A6NDX5	Q9EPW2
A6NDX5	Q9ERH7
A6NDX5	Q9FG38
A6NDX5	Q9FMU5
A6NDX5	Q9FYB7
A6NDX5	Q9GZN1
A6NDX5	Q9H0M4
A6NDX5	Q9H160
A6NDX5	Q9H2W2
A6NDX5	Q9H3Q1
A6NDX5	Q9H568
A6NDX5	Q9H694
A6NDX5	Q9H9S0
A6NDX5	Q9HCE6
A6NDX5	Q9JHI0
A6NDX5	Q9JHW4
A6NDX5	Q9JI92
A6NDX5	Q9JIP6
A6NDX5	Q9JL25
A6NDX5	Q9JLQ2
A6NDX5	Q9JM83
A6NDX5	Q9LQ55
A6NDX5	Q9LTC0
A6NDX5	Q9M0G7
A6NDX5	Q9NDM2
A6NDX5	Q9NP61
A6NDX5	Q9NPP4
A6NDX5	Q9NQZ3
A6NDX5	Q9NRA1
A6NDX5	Q9NRP7
A6NDX5	Q9NS28
A6NDX5	Q9NSK0
A6NDX5	Q9NUB1
A6NDX5	Q9NX74
A6NDX5	Q9NXV6
A6NDX5	Q9NZR2
A6NDX5	Q9P0L0
A6NDX5	Q9P273
A6NDX5	Q9P2J9
A6NDX5	Q9P371
A6NDX5	Q9P6R8
A6NDX5	Q9QX66
A6NDX5	Q9QYP0
A6NDX5	Q9QZM4
A6NDX5	Q9R037
A6NDX5	Q9R1K6
A6NDX5	Q9SE83
A6NDX5	Q9SIZ4
A6NDX5	Q9SUE7
A6NDX5	Q9TXJ0
A6NDX5	Q9UBS3
A6NDX5	Q9UDV6
A6NDX5	Q9UHI8
A6NDX5	Q9UIW0
A6NDX5	Q9UKX3
A6NDX5	Q9ULJ8
A6NDX5	Q9UNN5
A6NDX5	Q9UPP1
A6NDX5	Q9UQ16
A6NDX5	Q9URT9
A6NDX5	Q9UT34
A6NDX5	Q9UTP9
A6NDX5	Q9UXA3
A6NDX5	Q9VB70
A6NDX5	Q9VCP0
A6NDX5	Q9VQD2
A6NDX5	Q9VS60
A6NDX5	Q9VWG3
A6NDX5	Q9W1B0
A6NDX5	Q9WTR1
A6NDX5	Q9WUD9
A6NDX5	Q9WV92
A6NDX5	Q9WVK3
A6NDX5	Q9XTN2
A6NDX5	Q9Y263
A6NDX5	Q9Y2C9
A6NDX5	Q9Y2K6
A6NDX5	Q9Y336
A6NDX5	Q9Y4H4
A6NDX5	Q9Y576
A6NDX5	Q9Y5G1
A6NDX5	Q9Y5X5
A6NDX5	Q9Y6H5
A6NDX5	Q9Y6R0
A6NDX5	Q9Y7L1
A6NDX5	Q9Y8G3
A6NDX5	Q9Z0Z3
A6NDX5	Q9Z1A6
A6NDX5	Q9Z272
A6NDX5	Q9Z2H2
A6NDX5	A2ZVI7
A6NDX5	A3KPF5
A6NDX5	A7TQ73
A6NDX5	A7YWH9
A6NDX5	A9LLI7
A6NDX5	B7SBD2
A6NDX5	B9FKW9
A6NDX5	C0LLJ0
A6NDX5	C5DJV1
A6NDX5	C9JJ37
A6NDX5	D3Z7A5
A6NDX5	D4A2Y9
A6NDX5	E1BPK6
A6NDX5	E9PQR5
A6NDX5	F1M649
A6NDX5	F4IJK6
A6NDX5	F4JHT3
A6NDX5	F4JN05
A6NDX5	F4KFD8
A6NDX5	G3V9M2
A6NDX5	G4NAY4
A6NDX5	O24454
A6NDX5	O35206
A6NDX5	O43021
A6NDX5	O49445
A6NDX5	O50017
A6NDX5	O60011
A6NDX5	O61585
A6NDX5	O64628
A6NDX5	O65451
A6NDX5	O65790
A6NDX5	O82261
A6NDX5	O95196
A6NDX5	O95196
A6NDX5	P01646
A6NDX5	P02453
A6NDX5	P04000
A6NDX5	P05452
A6NDX5	P0C2D0
A6NDX5	P0C5D6
A6NDX5	P0CF74
A6NDX5	P0CH99
A6NDX5	P0DOY3
A6NDX5	P0DOY2
A6NDX5	P11232
A6NDX5	P14600
A6NDX5	P20059
A6NDX5	P21761
A6NDX5	P25115
A6NDX5	P26684
A6NDX5	P28665
A6NDX5	P31313
A6NDX5	P34145
A6NDX5	P36537
A6NDX5	P39937
A6NDX5	P40231
A6NDX5	P41968
A6NDX5	P49101
A6NDX5	P53043
A6NDX5	P53319
A6NDX5	P69061
A6NDX5	P70512
A6NDX5	Q9UBC0
A6NDX5	Q01730
A6NDX5	Q05762
A6NDX5	Q08116
A6NDX5	Q0D4B2
A6NDX5	Q0JNS6
A6NDX5	Q0VBD0
A6NDX5	Q0WQX9
