id,psp_length,pdb_structure_length,length_matches
Q8TEY7,942,942,True
Q8TEZ7,354,354,True
Q8TF01,805,805,True
Q8TF05,950,950,True
Q8TF08,81,81,True
Q8TF09,96,96,True
Q8TF17,1288,1288,True
Q8TF20,911,911,True
Q8TF21,1146,1146,True
Q8TF27,550,550,True
Q8TF30,809,809,True
Q8TF32,576,576,True
Q8TF39,744,744,True
Q8TF40,1166,1166,True
Q8TF42,649,649,True
Q8TF44,421,421,True
Q8TF45,676,676,True
Q8TF46,1054,1054,True
Q8TF47,636,636,True
Q8TF50,670,670,True
Q8TF61,875,875,True
Q8TF62,1192,1192,True
Q8TF63,244,244,True
Q8TF64,312,312,True
Q8TF65,315,315,True
Q8TF66,581,581,True
Q8TF68,577,577,True
Q8TF71,515,515,True
Q8TF72,1996,1996,True
Q8TF74,440,440,True
Q8TF76,798,798,True
Q8V9K9,105,105,True
Q8VBT0,278,278,True
Q8VBT1,685,685,True
Q8VBT6,942,942,True
Q8VBT9,550,550,True
Q8VBU2,371,371,True
Q8VBU5,721,721,True
Q8VBU8,548,548,True
Q8VBV3,293,293,True
Q8VBV4,710,710,True
Q8VBV7,209,209,True
Q8VBW1,635,640,False
Q8VBW5,907,907,True
Q8VBW6,534,534,True
Q8VBW9,316,316,True
Q8VBX6,2055,2055,True
Q8VBY2,505,505,True
Q8VBZ3,664,664,True
Q8VC03,897,897,True
Q8VC04,261,261,True
Q8VC10,478,478,True
Q8VC12,676,676,True
Q8VC16,493,493,True
Q8VC19,642,642,True
Q8VC26,310,310,True
Q8VC28,323,323,True
Q8VC29,727,727,True
Q8VC30,578,578,True
Q8VC31,543,543,True
Q8VC34,614,614,True
Q8VC51,532,532,True
Q8VC52,206,206,True
Q8VC56,488,488,True
Q8VC57,234,234,True
Q8VC65,262,262,True
Q8VC66,615,615,True
Q8VC69,545,545,True
Q8VC70,383,383,True
Q8VC74,331,331,True
Q8VC85,133,133,True
Q8VC98,588,588,True
Q8VCA5,435,435,True
Q8VCA8,425,425,True
Q8VCB1,673,673,True
Q8VCB3,704,704,True
Q8VCB6,215,215,True
Q8VCC2,565,565,True
Q8VCC6,481,481,True
Q8VCC8,918,918,True
Q8VCC9,807,807,True
Q8VCD5,649,649,True
Q8VCD6,254,254,True
Q8VCD7,1054,1054,True
Q8VCE2,372,372,True
Q8VCE4,163,163,True
Q8VCE9,796,796,True
Q8VCF0,503,503,True
Q8VCF1,403,403,True
Q8VCG3,384,384,True
Q8VCG4,202,202,True
Q8VCH0,424,424,True
Q8VCH2,221,221,True
Q8VCH5,380,380,True
Q8VCH7,341,341,True
Q8VCH8,506,506,True
Q8VCI0,550,550,True
Q8VCI1,386,386,True
Q8VCI5,299,299,True
Q8VCI7,278,278,True
Q8VCK3,451,451,True
Q8VCK5,604,604,True
Q8VCK6,330,330,True
Q8VCM2,349,349,True
Q8VCM3,234,234,True
Q8VCM4,373,373,True
Q8VCM5,352,352,True
Q8VCM7,436,436,True
Q8VCM8,563,563,True
Q8VCN5,398,398,True
Q8VCP8,172,172,True
Q8VCP9,459,459,True
Q8VCQ3,287,287,True
Q8VCQ8,530,530,True
Q8VCR2,304,304,True
Q8VCR8,613,613,True
Q8VCS6,142,142,True
Q8VCS9,628,628,True
Q8VCT3,650,650,True
Q8VCT4,565,565,True
Q8VCT9,570,570,True
Q8VCU1,571,571,True
Q8VCV9,425,425,True
Q8VCW4,598,598,True
Q8VCW8,615,615,True
Q8VCX1,325,325,True
Q8VCX2,364,364,True
Q8VCX5,477,477,True
Q8VCY6,597,597,True
Q8VCY8,343,343,True
Q8VCZ2,278,278,True
Q8VCZ6,750,750,True
Q8VCZ8,306,306,True
Q8VCZ9,456,456,True
Q8VD04,806,806,True
Q8VD12,386,386,True
Q8VD24,393,393,True
Q8VD26,458,458,True
Q8VD31,451,451,True
Q8VD33,304,304,True
Q8VD37,806,806,True
Q8VD46,475,475,True
Q8VD48,319,319,True
Q8VD57,159,159,True
Q8VD58,444,444,True
Q8VD62,298,298,True
Q8VD63,406,406,True
Q8VD65,1358,1358,True
Q8VD75,1029,1029,True
Q8VD88,150,150,True
Q8VD89,152,152,True
Q8VDB2,486,486,True
Q8VDC1,1437,1437,True
Q8VDD5,1960,1960,True
Q8VDD8,475,475,True
Q8VDD9,1821,1821,True
Q8VDF2,782,782,True
Q8VDF3,370,370,True
Q8VDG3,624,624,True
Q8VDG5,311,311,True
Q8VDG6,1002,1002,True
Q8VDH1,627,627,True
Q8VDI1,314,314,True
Q8VDI7,409,409,True
Q8VDI9,611,611,True
Q8VDJ3,1268,1268,True
Q8VDK1,323,323,True
Q8VDK3,253,253,True
Q8VDL9,521,521,True
Q8VDM1,511,511,True
Q8VDM4,908,908,True
Q8VDM6,859,859,True
Q8VDN2,1023,1023,True
Q8VDN4,314,314,True
Q8VDP3,1048,1048,True
Q8VDP4,922,922,True
Q8VDP6,213,213,True
Q8VDQ8,389,389,True
Q8VDQ9,704,704,True
Q8VDR7,355,355,True
Q8VDR9,2080,2080,True
Q8VDS3,158,158,True
Q8VDS4,312,312,True
Q8VDS8,334,334,True
Q8VDT1,685,685,True
Q8VDU0,679,679,True
Q8VDU5,748,748,True
Q8VDV3,383,383,True
Q8VDV8,249,249,True
Q8VDW0,427,427,True
Q8VDW7,417,417,True
Q8VDX6,444,444,True
Q8VDY4,628,628,True
Q8VDY9,356,356,True
Q8VDZ4,715,715,True
Q8VE01,188,188,True
Q8VE09,580,580,True
Q8VE10,237,237,True
Q8VE11,617,617,True
Q8VE18,991,991,True
Q8VE19,875,875,True
Q8VE22,177,177,True
Q8VE28,461,461,True
Q8VE33,370,370,True
Q8VE37,421,421,True
Q8VE38,311,311,True
Q8VE42,238,238,True
Q8VE47,403,403,True
Q8VE52,464,464,True
Q8VE62,400,400,True
Q8VE65,161,161,True
Q8VE73,1689,1689,True
Q8VE88,497,497,True
Q8VE91,480,480,True
Q8VE92,357,357,True
Q8VE94,421,421,True
Q8VE95,218,218,True
Q8VE96,372,372,True
Q8VE97,489,489,True
Q8VE99,180,180,True
Q8VEA7,122,122,True
Q8VEA8,199,199,True
Q8VEB1,590,590,True
Q8VEB2,386,386,True
Q8VEB3,207,207,True
Q8VEC3,908,908,True
Q8VED2,215,215,True
Q8VED5,531,531,True
Q8VED8,361,361,True
Q8VED9,172,172,True
Q8VEE0,228,228,True
Q8VEE1,365,365,True
Q8VEE4,623,623,True
Q8VEF1,722,722,True
Q8VEG0,433,433,True
Q8VEG4,650,650,True
Q8VEG6,555,555,True
Q8VEH0,348,348,True
Q8VEH2,845,845,True
Q8VEH3,186,186,True
Q8VEH5,606,606,True
Q8VEJ3,221,221,True
Q8VEJ4,485,485,True
Q8VEJ9,437,437,True
Q8VEK0,364,364,True
Q8VEK3,800,800,True
Q8VEK6,421,421,True
Q8VEL2,648,648,True
Q8VEL9,341,341,True
Q8VEM1,419,419,True
Q8VEM8,357,357,True
Q8VET2,312,312,True
Q8VET3,321,321,True
Q8VEU1,318,318,True
Q8VEV6,314,314,True
Q8VEX3,324,324,True
Q8VEX7,311,311,True
Q8VEZ3,309,309,True
Q8VEZ4,319,319,True
Q8VF02,312,312,True
Q8VF11,326,326,True
Q8VF29,311,311,True
Q8VF41,303,303,True
Q8VF62,311,311,True
Q8VF68,311,311,True
Q8VF80,313,313,True
Q8VF89,316,316,True
Q8VF93,308,308,True
Q8VF94,310,310,True
Q8VFC4,323,323,True
Q8VFH8,312,312,True
Q8VFH9,312,312,True
Q8VFI3,308,308,True
Q8VFI4,319,319,True
Q8VFK4,314,314,True
Q8VFK7,317,317,True
Q8VFL3,311,311,True
Q8VFN0,312,312,True
Q8VFN4,314,314,True
Q8VFN8,313,313,True
Q8VFP9,309,309,True
Q8VFQ3,315,315,True
Q8VFQ6,315,315,True
Q8VFQ7,311,311,True
Q8VFR7,310,310,True
Q8VFS5,310,310,True
Q8VFT2,312,312,True
Q8VFU0,316,316,True
Q8VFU2,312,312,True
Q8VFV0,310,310,True
Q8VFV2,317,317,True
Q8VFW8,312,312,True
Q8VFX3,309,309,True
Q8VFZ4,326,326,True
Q8VFZ5,314,314,True
Q8VFZ9,319,319,True
Q8VG04,314,314,True
Q8VG12,314,314,True
Q8VG19,316,316,True
Q8VG21,308,308,True
Q8VG23,315,315,True
Q8VG25,319,319,True
Q8VG33,309,309,True
Q8VG44,310,310,True
Q8VG46,318,318,True
Q8VG50,311,311,True
Q8VG64,310,310,True
Q8VG65,314,314,True
Q8VG66,316,316,True
Q8VG89,311,311,True
Q8VG93,314,314,True
Q8VG97,308,308,True
Q8VGA1,318,318,True
Q8VGB8,312,312,True
Q8VGC3,655,655,True
Q8VGC8,314,314,True
Q8VGD2,310,310,True
Q8VGE3,309,309,True
Q8VGE6,312,312,True
Q8VGF0,319,319,True
Q8VGH1,307,307,True
Q8VGH2,309,309,True
Q8VGH3,312,312,True
Q8VGI6,310,310,True
Q8VGJ6,315,315,True
Q8VGM0,312,312,True
Q8VGM8,305,305,True
Q8VGN0,305,305,True
Q8VGN1,314,314,True
Q8VGP1,306,306,True
Q8VGP4,317,317,True
Q8VGR8,312,312,True
Q8VGS0,319,319,True
Q8VGS1,319,319,True
Q8VGS7,312,312,True
Q8VGT3,311,311,True
Q8VGU5,312,312,True
Q8VGV7,317,317,True
Q8VGV8,317,317,True
Q8VGW8,311,311,True
Q8VGW9,311,311,True
Q8VGX2,312,312,True
Q8VGX5,309,309,True
Q8VGX6,312,312,True
Q8VGY6,319,319,True
Q8VGY7,317,317,True
Q8VH00,318,318,True
Q8VH09,310,310,True
Q8VH46,731,731,True
Q8VH49,93,93,True
Q8VH51,530,530,True
Q8VHC5,271,271,True
Q8VHE0,760,760,True
Q8VHF0,797,797,True
Q8VHF2,831,831,True
Q8VHF5,466,466,True
Q8VHF9,475,475,True
Q8VHG0,560,560,True
Q8VHG2,1126,1126,True
Q8VHH5,910,910,True
Q8VHH7,1145,1145,True
Q8VHI4,689,689,True
Q8VHI5,650,650,True
Q8VHI6,501,501,True
Q8VHJ5,795,795,True
Q8VHJ7,1014,1014,True
Q8VHK1,1201,1201,True
Q8VHK2,1430,1430,True
Q8VHK5,382,382,True
Q8VHK7,237,237,True
Q8VHK9,1001,1001,True
Q8VHL0,384,384,True
Q8VHL1,366,366,True
Q8VHL8,955,955,True
Q8VHM5,632,632,True
Q8VHP6,859,859,True
Q8VHP7,382,382,True
Q8VHP8,278,278,True
Q8VHQ2,579,579,True
Q8VHQ3,568,568,True
Q8VHQ4,281,281,True
Q8VHQ7,672,672,True
Q8VHQ9,594,594,True
Q8VHR0,1134,1134,True
Q8VHR5,594,594,True
Q8VHS0,156,156,True
Q8VHS2,1405,1405,True
Q8VHT6,369,369,True
Q8VHT7,364,364,True
Q8VHU2,328,328,True
Q8VHU4,1331,1331,True
Q8VHV1,145,145,True
Q8VHV7,449,449,True
Q8VHW2,423,423,True
Q8VHW4,275,275,True
Q8VHW5,421,421,True
Q8VHW9,327,327,True
Q8VHX0,315,315,True
Q8VHX1,549,549,True
Q8VHY0,2327,2327,True
Q8VHZ5,193,193,True
Q8VHZ8,2013,2013,True
Q8VI21,196,196,True
Q8VI23,705,705,True
Q8VI24,733,733,True
Q8VI33,264,264,True
Q8VI36,591,591,True
Q8VI40,466,466,True
Q8VI47,1543,1543,True
Q8VI51,1219,1219,True
Q8VI56,1905,1905,True
Q8VI59,2028,2028,True
Q8VI64,283,283,True
Q8VI67,428,428,True
Q8VI75,1082,1082,True
Q8VI84,807,807,True
Q8VI88,290,290,True
Q8VI91,364,364,True
Q8VI93,1138,1138,True
Q8VI97,369,369,True
Q8VIA0,888,888,True
Q8VIB2,731,731,True
Q8VIB5,384,384,True
Q8VID5,982,982,True
Q8VID6,935,935,True
Q8VIE4,446,446,True
Q8VIF7,472,472,True
Q8VIG0,956,956,True
Q8VIG1,1082,1082,True
Q8VIG2,1735,1735,True
Q8VIG3,301,301,True
Q8VIG6,470,470,True
Q8VIH1,527,527,True
Q8VIH7,165,165,True
Q8VIH9,385,385,True
Q8VII8,978,978,True
Q8VIJ5,916,916,True
Q8VIJ6,699,699,True
Q8VIJ8,569,569,True
Q8VIK2,200,200,True
Q8VIK5,1034,1034,True
Q8VIL3,266,266,True
Q8VIM0,281,281,True
Q8VIM4,307,307,True
Q8VIM5,935,935,True
Q8VIM6,1809,1809,True
Q8VIM9,583,583,True
Q8VIP2,865,865,True
Q8WN94,87,87,True
Q8WP15,553,553,True
Q8WTP8,325,325,True
Q8WTP9,111,111,True
Q8WTQ4,265,265,True
Q8WTQ7,553,553,True
Q8WTR2,217,217,True
Q8WTR4,605,605,True
Q8WTR7,871,871,True
Q8WTS1,349,349,True
Q8WTS6,366,366,True
Q8WTT2,800,800,True
Q8WTU0,396,396,True
Q8WTV0,552,552,True
Q8WTV1,239,239,True
Q8WTW3,980,980,True
Q8WTW4,380,380,True
Q8WTX7,329,329,True
Q8WTY4,309,309,True
Q8WU03,294,294,True
Q8WU08,396,396,True
Q8WU10,500,500,True
Q8WU17,664,664,True
Q8WU20,508,508,True
Q8WU43,91,125,False
Q8WU49,177,177,True
Q8WU58,562,562,True
Q8WU66,669,669,True
Q8WU67,409,409,True
Q8WU68,220,220,True
Q8WU76,684,684,True
Q8WU79,429,429,True
Q8WU90,426,426,True
Q8WUA2,492,492,True
Q8WUA4,911,911,True
Q8WUA7,517,517,True
Q8WUA8,353,353,True
Q8WUB2,273,273,True
Q8WUB8,498,498,True
Q8WUD1,216,216,True
Q8WUD4,166,166,True
Q8WUD6,406,406,True
Q8WUE5,264,264,True
Q8WUF5,828,828,True
Q8WUF8,416,416,True
Q8WUG5,538,538,True
Q8WUH2,860,860,True
Q8WUH6,116,116,True
Q8WUI4,952,952,True
Q8WUJ0,223,223,True
Q8WUJ1,264,264,True
Q8WUJ3,1361,1361,True
Q8WUK0,201,201,True
Q8WUM0,1156,1156,True
Q8WUM4,868,868,True
Q8WUM9,679,679,True
Q8WUN7,234,234,True
Q8WUP2,373,373,True
Q8WUQ7,758,758,True
Q8WUR7,153,153,True
Q8WUS8,393,393,True
Q8WUT4,740,740,True
Q8WUT9,341,341,True
Q8WUU4,475,475,True
Q8WUU5,269,269,True
Q8WUW1,75,75,True
Q8WUX1,472,472,True
Q8WUX2,184,184,True
Q8WUX9,453,453,True
Q8WUY1,208,208,True
Q8WUY9,529,529,True
Q8WUZ0,217,217,True
Q8WV07,137,137,True
Q8WV15,326,326,True
Q8WV16,495,495,True
Q8WV19,159,159,True
Q8WV22,266,266,True
Q8WV24,401,401,True
Q8WV28,456,456,True
Q8WV37,535,535,True
Q8WV41,574,574,True
Q8WV44,630,630,True
Q8WV48,283,283,True
Q8WV60,388,388,True
Q8WV74,236,236,True
Q8WV83,523,523,True
Q8WV92,249,249,True
Q8WV93,481,481,True
Q8WV99,257,257,True
Q8WVB3,486,486,True
Q8WVB6,975,975,True
Q8WVC0,666,666,True
Q8WVC6,231,231,True
Q8WVD3,245,245,True
Q8WVD5,230,230,True
Q8WVE0,214,214,True
Q8WVE6,324,324,True
Q8WVE7,144,144,True
Q8WVF1,389,389,True
Q8WVF5,259,259,True
Q8WVI0,70,70,True
Q8WVI7,109,109,True
Q8WVJ2,157,157,True
Q8WVJ9,160,160,True
Q8WVK2,155,155,True
Q8WVK7,121,121,True
Q8WVL7,239,239,True
Q8WVM0,346,346,True
Q8WVM7,1258,1258,True
Q8WVM8,642,642,True
Q8WVN6,248,248,True
Q8WVN8,375,375,True
Q8WVP7,490,490,True
Q8WVQ1,401,401,True
Q8WVR3,580,580,True
Q8WVS4,1066,1066,True
Q8WVT3,735,735,True
Q8WVV4,589,589,True
Q8WVV5,523,523,True
Q8WVV9,542,542,True
Q8WVX3,66,66,True
Q8WVX9,515,515,True
Q8WVY7,318,318,True
Q8WVZ7,376,376,True
Q8WVZ9,684,684,True
Q8WW01,171,171,True
Q8WW12,178,178,True
Q8WW22,397,397,True
Q8WW24,435,435,True
Q8WW27,367,367,True
Q8WW32,186,186,True
Q8WW33,167,167,True
Q8WW34,195,195,True
Q8WW36,166,166,True
Q8WW38,1151,1151,True
Q8WW52,585,585,True
Q8WW62,240,240,True
Q8WWA0,313,313,True
Q8WWA1,233,233,True
Q8WWB7,406,406,True
Q8WWC4,291,291,True
Q8WWF1,131,131,True
Q8WWF3,244,244,True
Q8WWF5,429,429,True
Q8WWF6,145,145,True
Q8WWF8,208,208,True
Q8WWG9,221,221,True
Q8WWH5,349,349,True
Q8WWI1,1683,1683,True
Q8WWI5,657,657,True
Q8WWK9,683,683,True
Q8WWL2,714,714,True
Q8WWL7,1395,1395,True
Q8WWM7,1075,1075,True
Q8WWM9,190,190,True
Q8WWN8,1544,1544,True
Q8WWN9,437,437,True
Q8WWP7,306,306,True
Q8WWQ0,1821,1821,True
Q8WWQ2,592,592,True
Q8WWQ8,2551,2551,True
Q8WWR8,484,484,True
Q8WWT9,602,602,True
Q8WWU5,503,503,True
Q8WWU7,325,325,True
Q8WWV3,396,396,True
Q8WWV6,532,532,True
Q8WWW0,418,418,True
Q8WWW8,586,586,True
Q8WWX8,675,675,True
Q8WWY3,499,499,True
Q8WWY6,194,194,True
Q8WWY7,111,111,True
Q8WWY8,451,451,True
Q8WWZ1,152,152,True
Q8WWZ3,215,215,True
Q8WWZ4,1543,1543,True
Q8WWZ7,1642,1642,True
Q8WWZ8,545,545,True
Q8WX39,176,176,True
Q8WX92,580,580,True
Q8WX93,1383,1383,True
Q8WX94,980,980,True
Q8WXA2,126,126,True
Q8WXA3,606,606,True
Q8WXA8,447,447,True
Q8WXA9,508,508,True
Q8WXB4,792,792,True
Q8WXC6,57,57,True
Q8WXD0,754,754,True
Q8WXD2,468,468,True
Q8WXD5,167,167,True
Q8WXD9,1431,1431,True
Q8WXE0,1202,1202,True
Q8WXE1,791,791,True
Q8WXE9,905,905,True
Q8WXF0,261,261,True
Q8WXF1,523,523,True
Q8WXF3,142,142,True
Q8WXF5,182,182,True
Q8WXF7,558,558,True
Q8WXF8,326,326,True
Q8WXG1,361,361,True
Q8WXG6,1647,1647,True
Q8WXH2,748,748,True
Q8WXH4,323,323,True
Q8WXH5,440,440,True
Q8WXH6,277,277,True
Q8WXI2,1034,1034,True
Q8WXI3,467,467,True
Q8WXI4,607,607,True
Q8WXI9,593,593,True
Q8WXJ9,295,295,True
Q8WXK1,588,588,True
Q8WXK4,309,309,True
Q8WXQ8,436,436,True
Q8WXR4,1341,1341,True
Q8WXS3,145,145,True
Q8WXS5,425,425,True
Q8WXS8,1223,1223,True
Q8WXU2,420,420,True
Q8WXW3,757,757,True
Q8WXX5,260,260,True
Q8WXX7,1259,1259,True
Q8WY07,619,619,True
Q8WY21,1168,1168,True
Q8WY22,251,251,True
Q8WY36,941,941,True
Q8WY41,292,292,True
Q8WY54,755,755,True
Q8WY64,445,445,True
Q8WY91,577,577,True
Q8WYA0,676,676,True
Q8WYA1,636,636,True
Q8WYA6,563,563,True
Q8WYB5,2073,2073,True
Q8WYH8,240,240,True
Q8WYJ6,372,372,True
Q8WYK0,555,555,True
Q8WYK1,1306,1306,True
Q8WYK2,163,163,True
Q8WYL5,1049,1049,True
Q8WYN0,398,398,True
Q8WYN3,585,585,True
Q8WYP3,895,895,True
Q8WYP5,2266,2266,True
Q8WYQ3,142,142,True
Q8WYQ5,773,773,True
Q8WYQ9,949,949,True
Q8WYR1,880,880,True
Q8WYR4,309,309,True
Q8WZ19,329,329,True
Q8WZ26,134,134,True
Q8WZ33,124,124,True
Q8WZ55,320,320,True
Q8WZ59,177,177,True
Q8WZ60,621,621,True
Q8WZ64,1704,1704,True
Q8WZ69,217,217,True
Q8WZ73,363,363,True
Q8WZ74,1663,1663,True
Q8WZ75,1007,1007,True
Q8WZ79,361,361,True
Q8WZ82,227,227,True
Q8WZ84,308,308,True
Q8WZA0,190,190,True
Q8WZA1,660,660,True
Q8WZA2,1011,1011,True
Q8WZA9,623,623,True
Q902F8,699,699,True
Q902F9,699,699,True
Q90623,1004,1004,True
Q90635,572,572,True
Q90828,515,515,True
Q90933,1266,1280,False
Q90Z72,458,458,True
Q91049,504,504,True
Q91636,730,730,True
Q91820,407,407,True
Q91UZ1,1175,1175,True
Q91UZ8,797,797,True
Q91V01,487,487,True
Q91V04,374,374,True
Q91V08,207,207,True
Q91V09,485,485,True
Q91V12,381,381,True
Q91V14,1138,1138,True
Q91V17,227,227,True
Q91V24,2159,2159,True
Q91V27,590,590,True
Q91V33,443,443,True
Q91V36,499,499,True
Q91V41,215,215,True
Q91V45,396,396,True
Q91V57,459,459,True
Q91V64,297,297,True
Q91V79,292,292,True
Q91V81,478,478,True
Q91V83,1085,1085,True
Q91V87,529,529,True
Q91V88,561,561,True
Q91V92,1091,1091,True
Q91V93,728,728,True
Q91V98,765,765,True
Q91VA0,573,573,True
Q91VA6,368,368,True
Q91VA7,384,384,True
Q91VB2,477,477,True
Q91VB4,1002,1002,True
Q91VB8,142,142,True
Q91VC3,411,411,True
Q91VC4,438,438,True
Q91VC7,147,147,True
Q91VD9,727,727,True
Q91VE0,643,643,True
Q91VE6,317,317,True
Q91VF2,295,295,True
Q91VF6,440,440,True
Q91VH1,375,375,True
Q91VH2,595,595,True
Q91VH6,297,297,True
Q91VI7,456,456,True
Q91VJ2,260,260,True
Q91VJ4,465,465,True
Q91VJ5,263,263,True
Q91VK1,419,419,True
Q91VK2,276,276,True
Q91VK4,269,269,True
Q91VK6,673,673,True
Q91VL6,274,274,True
Q91VL8,393,393,True
Q91VL9,713,713,True
Q91VM3,360,360,True
Q91VM4,549,549,True
Q91VM5,388,388,True
Q91VM9,330,330,True
Q91VN1,368,368,True
Q91VN4,273,273,True
Q91VN6,622,622,True
Q91VR2,298,298,True
Q91VR5,740,740,True
Q91VR7,121,121,True
Q91VR8,75,75,True
Q91VS7,155,155,True
Q91VS8,1065,1065,True
Q91VT1,247,247,True
Q91VU1,306,306,True
Q91VU6,549,549,True
Q91VU7,660,660,True
Q91VU8,416,416,True
Q91VW5,2238,2238,True
Q91VW9,553,553,True
Q91VX2,1132,1132,True
Q91VX5,252,252,True
Q91VX9,697,697,True
Q91VY5,1086,1086,True
Q91VY6,359,359,True
Q91VY9,476,476,True
Q91VZ6,440,440,True
Q91W18,743,743,True
Q91W20,331,331,True
Q91W30,316,316,True
Q91W33,206,206,True
Q91W34,466,466,True
Q91W36,520,520,True
Q91W39,579,579,True
Q91W40,508,508,True
Q91W50,798,798,True
Q91W53,137,137,True
Q91W59,403,403,True
Q91W61,300,300,True
Q91W64,489,489,True
Q91W67,380,380,True
Q91W69,636,636,True
Q91W78,267,267,True
Q91W82,201,201,True
Q91W86,941,941,True
Q91W87,500,500,True
Q91W89,1039,1039,True
Q91W90,417,417,True
Q91W92,409,409,True
Q91W94,390,390,True
Q91W96,807,807,True
Q91W97,915,915,True
Q91W98,574,574,True
Q91WA1,278,278,True
Q91WA4,317,317,True
Q91WB2,271,271,True
Q91WB4,249,249,True
Q91WC0,594,594,True
Q91WC3,697,697,True
Q91WC9,669,669,True
Q91WD0,569,569,True
Q91WD1,398,398,True
Q91WD2,767,767,True
Q91WD4,421,421,True
Q91WD7,886,886,True
Q91WD8,1130,1130,True
Q91WE1,337,337,True
Q91WE2,254,254,True
Q91WE3,199,199,True
Q91WE6,578,578,True
Q91WF0,262,262,True
Q91WF3,1077,1077,True
Q91WG0,561,561,True
Q91WG1,225,225,True
Q91WG2,554,554,True
Q91WG4,831,831,True
Q91WG5,566,566,True
Q91WG7,788,788,True
Q91WG8,722,722,True
Q91WH2,530,530,True
Q91WI7,443,443,True
Q91WJ0,492,492,True
Q91WJ2,552,552,True
Q91WJ7,558,558,True
Q91WJ8,651,651,True
Q91WK0,415,415,True
Q91WK1,207,207,True
Q91WK2,352,352,True
Q91WK5,170,170,True
Q91WK7,299,299,True
Q91WL0,600,600,True
Q91WL5,508,508,True
Q91WL6,271,271,True
Q91WL8,414,414,True
Q91WM0,559,559,True
Q91WM3,475,475,True
Q91WM6,156,156,True
Q91WN1,259,259,True
Q91WN4,479,479,True
Q91WP0,685,685,True
Q91WP6,418,418,True
Q91WQ3,528,528,True
Q91WR3,749,749,True
Q91WR5,323,323,True
Q91WS0,108,108,True
Q91WS4,363,363,True
Q91WS7,511,511,True
Q91WT4,303,303,True
Q91WT8,590,590,True
Q91WT9,561,561,True
Q91WU2,540,540,True
Q91WU6,308,308,True
Q91WV0,176,176,True
Q91WV7,685,685,True
Q91WZ8,352,352,True
Q91X17,642,642,True
Q91X20,623,623,True
Q91X34,420,420,True
Q91X42,323,323,True
Q91X43,789,789,True
Q91X44,623,587,False
Q91X45,518,518,True
Q91X46,524,524,True
Q91X51,446,446,True
Q91X52,244,244,True
Q91X56,400,400,True
Q91X58,257,257,True
Q91X60,512,512,True
Q91X70,769,769,True
Q91X72,460,460,True
Q91X76,390,390,True
Q91X77,490,490,True
Q91X78,348,348,True
Q91X83,396,396,True
Q91X84,619,619,True
Q91X85,551,551,True
Q91X86,226,226,True
Q91X88,660,660,True
Q91X91,299,299,True
Q91X97,193,193,True
Q91XA2,393,393,True
Q91XA5,359,359,True
Q91XA9,473,473,True
Q91XB0,314,314,True
Q91XB7,293,293,True
Q91XC0,547,547,True
Q91XC8,102,102,True
Q91XC9,336,336,True
Q91XD2,341,341,True
Q91XD4,541,541,True
Q91XD6,386,386,True
Q91XD8,326,326,True
Q91XE4,318,318,True
Q91XF0,261,261,True
Q91XF4,347,347,True
Q91XI1,637,637,True
Q91XJ1,448,448,True
Q91XL1,342,342,True
Q91XL3,420,420,True
Q91XM9,852,852,True
Q91XP5,464,464,True
Q91XQ1,393,393,True
Q91XQ5,561,561,True
Q91XQ6,227,227,True
Q91XS1,1190,1190,True
Q91XS8,371,371,True
Q91XT4,1051,1051,True
Q91XT6,489,489,True
Q91XU0,660,660,True
Q91XU3,421,421,True
Q91XU8,443,443,True
Q91XV3,226,226,True
Q91XX1,934,934,True
Q91XX2,931,931,True
Q91XX3,929,929,True
Q91XX4,930,930,True
Q91XX5,926,926,True
Q91XX6,912,912,True
Q91XX7,928,928,True
Q91XX9,932,932,True
Q91XY0,932,932,True
Q91XY2,932,932,True
Q91XY3,932,932,True
Q91XY4,930,930,True
Q91XY5,928,928,True
Q91XY7,932,932,True
Q91XY8,933,933,True
Q91XY9,930,930,True
Q91XZ0,931,931,True
Q91XZ2,779,779,True
Q91XZ5,792,792,True
Q91XZ9,799,799,True
Q91Y01,801,801,True
Q91Y02,792,792,True
Q91Y09,1006,1006,True
Q91Y10,964,964,True
Q91Y11,979,979,True
Q91Y12,946,946,True
Q91Y13,937,937,True
Q91Y15,934,934,True
Q91Y16,942,942,True
Q91Y17,948,948,True
Q91Y18,950,950,True
Q91Y19,950,950,True
Q91Y20,946,946,True
Q91Y21,948,948,True
Q91Y44,956,956,True
Q91Y47,624,624,True
Q91Y55,235,235,True
Q91Y77,514,514,True
Q91Y78,230,230,True
Q91Y80,457,457,True
Q91Y81,361,361,True
Q91Y82,253,253,True
Q91Y86,384,384,True
Q91Y94,172,172,True
Q91Y97,364,364,True
Q91YA2,424,424,True
Q91YD1,278,278,True
Q91YD3,602,602,True
Q91YD4,1506,1506,True
Q91YD6,859,859,True
Q91YD9,501,501,True
Q91YE2,419,419,True
Q91YE3,400,400,True
Q91YE5,1889,1889,True
Q91YE6,1041,1041,True
Q91YE7,815,815,True
Q91YE8,1087,1087,True
Q91YE9,573,573,True
Q91YH5,541,541,True
Q91YH6,513,513,True
Q91YI0,464,464,True
Q91YI1,516,516,True
Q91YI4,410,410,True
Q91YJ2,450,450,True
Q91YJ3,226,226,True
Q91YJ5,727,727,True
Q91YK0,686,686,True
Q91YK2,724,724,True
Q91YK8,363,363,True
Q91YL2,313,313,True
