J3KQB2	J3KQB2
P22492	P43274
P22492	P10412
P22492	P16403
P22492	P15865
P22492	P15864
P22492	D3ZBN0
P22492	P06349
P22492	Q07133
Q8CDV6	Q8CDV6
Q8CDV6	Q8NA47
Q8VHJ7	Q8VHJ7
Q8VHJ7	Q8VHJ7-2
Q8VHJ7	Q86YN6
P97390	P97390
P97390	Q9NRW7
P97390	O08700
P08003	P08003
P08003	P13667
Q9QXY4	Q9QXY4
Q9QXY4	Q99PG2
Q9NZT2	Q9NZT2
O75151	O75151
O75151	Q9WTU0
O88410	O88410
O88410	P49682
Q13489	Q13489
Q13489	O08863
Q13489	Q13490
Q13489	Q62210
Q8BIH0	Q8BIH0
Q8BIH0	Q9H0E3
Q8BIH0	ENSRNOP00000022761
Q8BIH0	Q9H0E3-3
P0C869	P0C869
P0C869	P0C871
P0C869	Q86XP0
P0C869	Q50L43
Q5THR3	Q5THR3
Q5THR3	XP_235526
Q5THR3	Q6P1E8
P30837	P30837
P30837	Q9CZS1
P30837	P47738
P30837	Q62148
P30837	O94788
P30837	P24549
P30837	P00352
P30837	P05091
P30837	P47895
P30837	Q9JHW9
P30837	O35945
P30837	P51647
P30837	P11884
Q8VBW1	Q8VBW1
Q8VBW1	P48029
Q8VBW1	P28570
Q7Z4N2	Q7Z4N2
Q7Z4N2	Q2TV84
Q7Z4N2	Q2WEA5
Q7Z4N2	XP_001079904
Q7Z4N2	Q9HCF6
Q7Z4N2	Q5F4S9
Q96HW7	Q96HW7
Q96HW7	Q8CIM8
P46926	P46926
P46926	O88958
P46926	Q8TDQ7
P46926	B5DFC6
Q60769	Q60769
Q60769	P21580
Q96PU9	Q96PU9
Q96PU9	Q920N1
Q9NS71	Q9NS71
Q9WVL7	Q9WVL7
Q9D2R0	Q9D2R0
Q9D2R0	Q86V21
Q9D2R0	Q9JMI1
Q9Z2J4	Q9Z2J4
Q9Z2J4	Q7TPW1
Q9Z2J4	Q0ZGT2
Q9UJA5	Q9UJA5
Q9UJA5	Q8CE96
Q96QB1	Q96QB1
Q9ES57	Q9ES57
Q9ES57	Q8TD46
Q5DTT1	Q5DTT1
Q5DTT1	Q5QGS0
Q5DTT1	D3ZGX1
Q9H5V9	Q9H5V9
O95159	O95159
O95159	Q9DB43
Q91W40	Q91W40
Q91W40	Q68G30
Q91W40	Q6P597
P16435	P16435
P16435	P37040
Q8TE58	Q8TE58
Q8TE58	P59384
Q86TP1	Q86TP1
Q86TP1	Q8BIW1
Q86TP1	Q6AYG3
Q5JRA6	Q5JRA6
Q5JRA6	XP_038947420
Q5JRA6	Q8BI84
P00797	P00797
Q6ZS49	Q6ZS49
Q9HAH7	Q9HAH7
Q9HAH7	D3ZWF2
Q9HAH7	Q8R089
O70475	O70475
O70475	O70199
O70475	O60701
Q9CXR1	Q9CXR1
Q9CXR1	Q9Y394
Q8C6P8	Q8C6P8
Q9NU63	Q9NU63
Q9UDY8	Q9UDY8
Q9UDY8	Q2TBA3
O08856	O08856
O08856	NP_001100774
O08856	P55199
Q96PF1	Q96PF1
Q9BQ51	Q9BQ51
Q8C4S8	Q8C4S8
Q8C4S8	D3ZLQ1
Q8C4S8	Q9ULE3
Q6NXY1	Q6NXY1
Q6NXY1	Q96DN5
Q6NXY1	D3ZTA2
Q96HI0	Q96HI0
Q9NSE4	Q9NSE4
Q15431	Q15431
Q15431	Q62209
Q15431	Q03410
P18297	P18297
P18297	P35270
P18297	Q64105
Q9H7B2	Q9H7B2
P70584	P70584
P70584	Q9DBL1
P70584	P45954
P0DMM9	P0DMM9
P0DMM9	P50226
P0DMM9	P52840
P0DMM9	P50225
P0DMM9	Q3UZZ6
P0DMM9	P17988
P0DMM9	P0DMN0
P0DMM9	Q6IMI6
P0DMM9	O43704
P0DMM9	Q80VR3
P0DMM9	P52847
P0DMM9	P50237
P0DMM9	Q9D939
P0DMM9	O00338
P0DMM9	Q9WUW9
P0DMM9	O00338-2
P0DMM9	Q9WUW8
Q9Y4G2	Q9Y4G2
Q9Y4G2	Q5PQS0
Q9Y4G2	Q7TSI1
Q62383	Q62383
Q62383	Q7KZ85
Q62383	F1LR36
Q9Y3L3	Q9Y3L3
Q9Y3L3	P55194
Q9Y3L3	D3ZFJ3
Q9Y3L3	Q6ZT62
P67779	P67779
P67779	P67778
P67779	P35232
P67779	Q3V2K0
P67779	D3ZFH6
P67779	XP_003131608
Q91YE8	Q91YE8
Q91YE8	Q9UMS6
Q8NEQ5	Q8NEQ5
O35239	O35239
O35239	P43378
O35239	Q641Z2
O00300	O00300
O14561	O14561
Q9CPS7	Q9CPS7
Q9CPS7	Q9NRX1
Q9BW19	Q9BW19
Q9BW19	Q9QWT9
Q14254	Q14254
Q14254	Q9Z2S9
Q8TDD5	Q8TDD5
Q8TDD5	Q8R4F0
Q8TDD5	NP_001099373
Q8TDD5	Q99J21
Q8TDD5	Q9GZU1
Q8TDD5	Q499S1
Q8TDD5	Q8IZK6
Q8TDD5	Q8K595
Q96MN2	Q96MN2
Q96RY7	Q96RY7
Q96RY7	F1LY69
Q96RY7	E9PY46
Q5VW22	Q5VW22
Q5VW22	Q5VTM2
Q5VW22	Q5VUJ5
Q5VW22	A6NIR3
Q5VW22	Q96P64
P55160	P55160
P55160	Q8K1X4
P55160	Q9Y2A7
P55160	P28660
Q9D8Z6	Q9D8Z6
Q9D8Z6	Q9BSB4
Q14994	Q14994
Q14994	O35627
P22605	P22605
P22605	P11416
P22605	P10276
P22605	P18911
P22605	P13631
P22605	P10826
P22605	P13631-2
P22605	P18911-2
P22605	P10826-2
P22605	P10276-2
O75387	O75387
O75387	Q8BSM7
O75387	B1WBX5
O75387	NP_001099282
O75387	Q8CGA3
O75387	Q8N370
Q7Z4F1	Q7Z4F1
Q7Z4F1	Q7TQH7
Q6NXK5	Q6NXK5
Q96F07	Q96F07
Q96F07	A0A0G2K472
Q96F07	Q7L576
Q96F07	Q7TMB8
Q96F07	Q96F07-2
Q96F07	Q5SQX6
Q2M3T9	Q2M3T9
Q96KN2	Q96KN2
Q96KN2	Q66HG3
Q96KN2	Q9D1A2
Q96KN2	Q96KP4
Q96KN2	Q6Q0N1
Q8NGQ5	Q8NGQ5
Q8NGQ5	D4ACB1
Q8NGQ5	Q8VG66
Q8NGQ5	Q8VG65
Q8NGQ5	D3ZQD6
Q8NGQ5	D4AC00
Q8NGQ5	Q8VFQ3
Q8N6Y2	Q8N6Y2
Q14093	Q14093
Q8VCB1	Q8VCB1
Q8VCB1	Q9BTX1
Q3SXZ7	Q3SXZ7
Q02297	Q02297
Q02297	Q6DR98
Q02297	Q02297-6
Q02297	P43322
Q8NEY4	Q8NEY4
Q8NEY4	Q99L60
Q15067	Q15067
Q15067	P07872
Q15067	Q9R0H0
Q920E5	Q920E5
P15692-14	P15692-14
P23780	P23780
P23780	D3ZUM4
P23780	P16278
P23780	Q6UWU2
Q8N608	Q8N608
Q8N608	Q6NXK7
Q8N608	Q9Z218
Q8N608	P42658
Q9HCY8	Q9HCY8
Q9HCY8	Q9D2Q8
O60759	O60759
O60759	Q91VY6
Q92989	Q92989
Q92989	Q99LI9
Q08431	Q08431
Q9P013	Q9P013
Q9P013	Q9JHS9
Q9P013	D3ZS22
Q9P013	Q5BJP2
Q9NY74	Q9NY74
Q7TPM9	Q7TPM9
Q7TPM9	Q9NXD2
Q60698	Q60698
Q60698	P12755
Q60698	XP_017449382
Q8BHC0	Q8BHC0
Q8BHC0	Q9Y5Y7
Q6Q6R5	Q6Q6R5
Q9Y3I1	Q9Y3I1
Q9Y3I1	Q3U7U3
Q8BGW1	Q8BGW1
Q8BGW1	Q9C0B1
Q00597	Q00597
Q00597	P50652
Q00597	AAA37590
Q86SQ7	Q86SQ7
Q86SQ7	Q80UF4
Q9D2Z1	Q9D2Z1
Q9D2Z1	Q6UY09
P55273	P55273
P51948	P51948
P51948	P51949
Q9BTW9	Q9BTW9
Q9BTW9	Q8BYA0
Q16633	Q16633
Q16633	Q64693
Q9D8N1	Q9D8N1
Q96F05	Q96F05
Q5VT97	Q5VT97
Q5VT97	XP_217680
Q5VT97	E9PUP1
Q9Y2L1	Q9Y2L1
Q9Y2L1	Q9CSH3
Q9HBT6	Q9HBT6
Q9HBT6	P97291
Q9HBT6	P55286
Q9HBT6	Q8BM92
Q9HBT6	Q9ULB5
Q9HBT6	P55285
Q9HBT6	P55289
Q9HBT6	Q5RJH3
Q9HBT6	P55280
Q9HBT6	O54800
Q9HBT6	Q13634
Q9HBT6	E9Q9Q6
Q9HBT6	Q9Y6N8
Q9HBT6	P70408
Q9HBT6	F1LR98
Q9HBT6	F1MAH6
Q9HBT6	P55288
Q9HBT6	P55287
Q9HBT6	D3ZFQ5
Q9HBT6	P97326
Q9HBT6	Q9ULB4
Q9HBT6	P70407
Q9HBT6	Q9WTP5
Q9HBT6	Q9UJ99
Q9HBT6	D3ZTI3
Q9HBT6	Q86UP0
Q96SZ6	Q96SZ6
Q9Z2J6	Q9Z2J6
Q9Z2J6	Q9Y5Y4
Q9Z2J6	Q6XKD3
Q9D8L5	Q9D8L5
Q9D8L5	Q7Z6B0
Q9D8L5	Q6AY97
P19474	P19474
A2RTF1	A2RTF1
A2RTF1	Q9H7T0
Q86X95	Q86X95
Q86X95	Q9DA19
Q86X95	Q5U2T8
Q9BYT1	Q9BYT1
Q8IYR0	Q8IYR0
Q8BK30	Q8BK30
Q8BK30	P56181
Q80TI1	Q80TI1
Q80TI1	Q9ULM0
Q80TI1	D4AA54
Q6UXX5	Q6UXX5
Q6UXX5	XP_003085348
Q2WEN9	Q2WEN9
Q2WEN9	E9QA28
P47888	P47888
P47888	P47893
P47888	P47881
P47888	Q60891
Q8IWF2	Q8IWF2
Q8ND61	Q8ND61
Q8NHU2	Q8NHU2
Q5VVC0	Q5VVC0
Q9D4V3	Q9D4V3
Q8BHF7	Q8BHF7
Q8BHF7	Q32NB8
Q4ZJI4	Q4ZJI4
Q4ZJI4	Q8C0X2
Q4ZJI4	Q86UD5
Q6ZNA4	Q6ZNA4
Q18PE1	Q18PE1
Q18PE1	Q18PE0
P10075	P10075
Q8N461	Q8N461
O88412	O88412
O88412	P13682
Q9R1W3	Q9R1W3
Q9R1W3	O00237
O88413	O88413
O88413	O75386
O88413	P50586
O88413	P50607
Q8WV24	Q8WV24
Q8WV24	Q62392
P40749	P40749
P40749	Q9H2B2
P40749	P50232
P40749	Q9R0N3
P40749	Q9BT88
Q9BQE4	Q9BQE4
Q9BQE4	Q9BCZ4
P35249	P35249
Q9NRM1	Q9NRM1
Q9R069	Q9R069
Q9R069	P50895
Q01776	Q01776
Q9DBP5	Q9DBP5
Q9DBP5	P30085
Q9DBP5	Q4KM73
Q5RI75	Q5RI75
Q8IZ41	Q8IZ41
P17096-2	P17096-2
P17096-2	P17095-1
Q5XG87	Q5XG87
Q14973	Q14973
Q14973	P26435
Q14973	O08705
O35927	O35927
O35927	NP_001258431
O35927	Q9UQB3
P49802	P49802
P49802	P49803
P49802	O54829
P49802	Q9Z2H2
P49802	P49758
Q12965	Q12965
Q12965	P70248
Q12965	Q63356
Q12965	E9Q634
Q12965	O00160
Q12965	D4A7X9
Q12965	Q8CG29
P25444	P25444
P25444	P15880
P25444	P27952
Q9DBK7	Q9DBK7
Q9DBK7	P41226
Q30A01	Q30A01
Q60664	Q60664
Q60664	Q12912
Q60664	Q3U560
Q7Z2D5	Q7Z2D5
Q7Z2D5	Q7TME0
Q7Z2D5	Q7TMB7
Q8K3I9	Q8K3I9
Q8K3I9	Q86VQ1
Q96SI1	Q96SI1
Q96SI1	Q8K0E1
Q96SI1	Q8R4G8
Q96SI1	B5DF44
Q96SI1	Q719H9
P98086	P98086
P98086	P02745
Q9H2L7	Q9H2L7
P52946	P52946
P52946	P52945
P52946	P52947
Q91WE6	Q91WE6
Q91WE6	Q5VV42
Q5XI21	Q5XI21
Q5XI21	O88746
Q5XI21	O60784
Q5XI21	XP_006246570
Q5XI21	Q5SRX1
Q5XI21	Q6ZVM7
P97789	P97789
P97789	Q8IZH2
P97789	D4ABN8
P97789	Q8IZH2-2
O35405	O35405
O35405	Q8IV08
Q86TU7	Q86TU7
Q86TU7	Q91WC0
Q05A80	Q05A80
Q05A80	Q6IMN6
Q14807	Q14807
Q14807	Q3V300
Q14807	A6QPL4
O14490	O14490
O14490	Q9P1A6
O14490	P97837
O14490	Q8BJ42
O14490	P97836
O14490	Q9D415
Q7TSJ2	Q7TSJ2
Q7TSJ2	Q63560
Q96JE9	Q96JE9
P17431	P17431
P17431	P23950
P17431	Q07352
Q920S3	Q920S3
Q920S3	Q8WUU5
Q9JJ26	Q9JJ26
O15553	O15553
Q96BZ4	Q96BZ4
Q5T4D3	Q5T4D3
P97765	P97765
P97765	Q969T9
O15144	O15144
O15144	Q9CVB6
Q9WU20	Q9WU20
Q9WU20	P42898
Q62393	Q62393
Q62393	F1MAB9
Q62393	F8WHQ1
Q62393	P55327-6
Q62393	P55327
Q62393	P55327-7
Q62393	P55327-5
P00396	P00396
P00396	O79429
P00396	P00395
Q13112	Q13112
Q13112	Q9D0N7
Q13112	Q4V8B4
Q9QWF0	Q9QWF0
Q9QWF0	Q13111_VAR_A950S
Q9QWF0	Q13111
Q8BHS8	Q8BHS8
Q8BHS8	Q9NX95
Q8BHS8	XP_001064007
Q9H6J7	Q9H6J7
Q9H6J7	Q8BHR8
Q9H6J7	Q9H6J7-4
Q9H6J7	Q5M9F0
P29477	P29477
P29477	P35228
P29477	Q06518
P29477	Q6Y5E2
P29477	P29473
P29477	Q7YSG7
P29477	P70313
P29477	P29474
P29477	Q62600
Q9D952	Q9D952
Q9D952	Q92817
Q9D952	NP_001100536
Q13045	Q13045
Q13045	Q13045-2
Q13045	Q5RKI5
Q13045	Q9JJ28
Q8IY67	Q8IY67
Q70E73	Q70E73
Q70E73	F2Z3U3
Q70E73	NP_001102268
Q9NZJ0	Q9NZJ0
Q9NZJ0	Q3TLR7
Q9NZJ0	Q9NZJ0_VAR_030354
Q9NZJ0	D3ZER4
Q9QUM0	Q9QUM0
Q9QUM0	P08514
Q9JI44	Q9JI44
Q9JI44	Q9NPF5
Q9JI44	Q568Y6
Q01965	Q01965
Q01965	D3ZEF7
Q01965	Q9HBG7-4
Q01965	Q9HBG7
P10923	P10923
P10923	P08721
P10923	P10451-5
P10923	P10451
Q6ZQE4	Q6ZQE4
Q6ZQE4	O14524
O35618	O35618
O35618	O15151
O35618	Q5XIN1
Q9UMX6	Q9UMX6
Q9UMX6	P51177
P15923-2	P15923-2
P15923-2	P15923
P15923-2	P15806-2
P15923-2	P15806
P15923-2	P21677-2
P15923-2	Q60722
P15923-2	P15884
P15923-2	Q60722-3
P15923-2	Q99081-3
P15923-2	Q61286
P15923-2	Q99081
P15923-2	Q61286-2
P15923-2	P51514
Q2HWF0	Q2HWF0
Q2HWF0	Q8K012
Q2HWF0	Q5T0N5
Q2HWF0	Q5T0N5-4
Q2HWF0	Q96RU3
Q2HWF0	Q80TY0
Q2HWF0	E9PGQ4
Q2HWF0	Q8R511
Q2HWF0	Q96RU3-2
Q2HWF0	NP_001193641
Q2HWF0	Q80TY0-3
Q92797	Q92797
Q92797	Q80X82
Q92797	Q3U2B5
Q14008	Q14008
Q14008	A2AGT5
Q9UK61	Q9UK61
Q9H0D6	Q9H0D6
Q9H0D6	Q9DBR1
Q9H0D6	F1MKX7
Q9UQB9-2	Q9UQB9-2
Q9UQB9-2	O88445
Q9Y2H0-1	Q9Y2H0-1
Q9Y2H0-1	B1AZP2
Q9Y2H0-1	Q9Y2H0
Q9Y2H0-1	P97839
Q9Y2H0-1	B1AZP2-2
Q64267	Q64267
Q64267	P23025
Q9GZV8	Q9GZV8
P01589	P01589
F8VPX2	F8VPX2
F8VPX2	Q5XUX1
F8VPX2	F1MAM1
O75038	O75038
O75038	D3ZKP4
O75038	A2AP18
Q14195-2	Q14195-2
Q14195-2	Q14194-2
Q14195-2	NP_001184222
Q14195-2	Q62952-2
Q14195-2	A7MBI5
O60641	O60641
O60641	Q05140
O60641	Q61548
O60641	Q05140-2
Q6KC79	Q6KC79
Q6KC79	Q6KCD5
Q6KC79	Q6KC79-2
Q6KC79	Q6KCD5-2
Q6KC79	A0A8I6AXR8
Q9Y4C1	Q9Y4C1
Q9Y4C1	Q6PCM1
Q9NWV8	Q9NWV8
Q9NWV8	Q5XIJ6
Q9NWV8	Q3UI43
Q7TSA3	Q7TSA3
Q7Z6A9	Q7Z6A9
Q8BGG7	Q8BGG7
Q8BGG7	Q8TF42
Q04837	Q04837
Q04837	Q9CYR0
Q8BHK6	Q8BHK6
Q9NQ25	Q9NQ25
Q9D9K3	Q9D9K3
Q9D9K3	Q9NQS1
Q99L90	Q99L90
Q99L90	Q96EZ8
Q99L90	G3V9E0
Q99L90	Q96EZ8-2
Q8BYG9	Q8BYG9
Q8BYG9	Q5JZY3
P34942	P34942
P34942	Q99LC3
P34942	O95299
Q8N3X1	Q8N3X1
Q8N3X1	NP_001013177
Q8N3X1	Q6ZQ03
Q92766	Q92766
Q92766	Q92766-2
Q92766	D3ZI11
Q92766	Q3UH06
O88884	O88884
O88884	O08715
O88884	Q92667
P25100	P25100
P32114	P32114
P32114	D4ACZ2
P32114	Q02962
P32114	Q06710
P32114	Q00288
P32114	P51974
P32114	Q02548
P32114	Q02650
Q8TED9	Q8TED9
Q8TED9	Q8BZI0
Q8TED9	D4AB98
Q8TED9	Q8TED9-2
Q6IR34	Q6IR34
Q6IR34	Q9R080
Q6IR34	G3N266
Q6IR34	P81274
Q6IR34	Q8VDU0
Q6IR34	D3ZCE5
Q6IR34	Q86YR5
O15217	O15217
O15217	P13745
O15217	P09210
O15217	P08263
O15217	P30115
O15217	Q16772
O15217	Q7RTV2
O15217	P04904
O15217	P00502
O15217	P10648
O15217	P46418
O15217	Q6AXY0
O15217	E9Q6L7
Q9EQZ7	Q9EQZ7
Q9EQZ7	Q9UQ26
Q9EQZ7	Q0VF51
Q9EQZ7	Q9JIS1
Q9EQZ7	Q9JIR4
Q9EQZ7	Q99NE5
Q9EQZ7	Q86UR5
P32241	P32241
P32241	P30083
P32241	P97751
P32248	P32248
Q640N1	Q640N1
Q640N1	Q8IUX7
Q13591	Q13591
Q13591	Q62217
Q13591	Q60519
Q13591	Q9P283
Q64378	Q64378
Q64378	Q13451
Q64378	Q9QVC8
Q64378	P27124
Q64378	P30416
Q64378	Q02790
Q6ZVL6	Q6ZVL6
Q9H7L9	Q9H7L9
Q9H7L9	Q8BR65
Q9H7L9	XP_001080131
Q95MG6	Q95MG6
O54942	O54942
O54942	O00501
O54942	Q9JKD6
O54942	P56747
O54942	O15551
O54942	O35054
O54942	Q9Z0G9
O54942	O95484
O54942	Q9Z262
O54942	O14493
O54942	Q63400
O54942	B4F7F0
O54942	Q5XIT8
Q9JMD3	Q9JMD3
Q9JMD3	Q5BJN1
Q9JMD3	Q9Y365
Q6YBV4	Q6YBV4
Q62598	Q62598
P97399	P97399
Q7M6Y2	Q7M6Y2
P35716	P35716
Q5H9R7	Q5H9R7
Q5H9R7	Q922D4
Q5H9R7	D3ZBT9
Q02357	Q02357
Q02357	P16157
Q02357	D3Z9Z0
Q02357	Q02357-2
Q02357	Q574D7
Q02357	G5E8K5
Q02357	G5E8K2
Q02357	G5E8K3
Q02357	Q12955-5
Q02357	Q12955-4
Q02357	Q01484-5
Q02357	Q01484-2
O00192	O00192
O00192	B4F7F3
O00192	P98203
Q9Z206	Q9Z206
Q9Z206	A0A8I6AVA8
Q9Z206	Q7Z628
Q9UL62	Q9UL62
Q9UL62	Q9QX29
Q9UL62	Q9QUQ5
Q9UL62	Q9UBN4
P59114	P59114
P59114	Q9H4Z3
P59114	D4A417
O08788	O08788
O08788	Q14203
O08788	P28023
O08788	Q14203-6
O08788	Q14203-3
Q9BYE7	Q9BYE7
Q9BYE7	Q99NA9
O88855	O88855
O88855	Q15722
Q96D31	Q96D31
Q96D31	Q8BWG9
P06745	P06745
P06745	P06744
P06745	P06744-2
P06745	Q6P6V0
P24668	P24668
P24668	P11456
P24668	P20645
P24668	Q6AY20
Q8BHZ4	Q8BHZ4
Q8BHZ4	D3ZJG8
Q8BHZ4	Q92610
O08784	O08784
O08784	NP_001099613
Q9UKF7	Q9UKF7
Q9UKF7	Q8K4R4
Q8C5Q4	Q8C5Q4
Q8C5Q4	Q12849
P20490	P20490
P20490	P13386
P20490	Q01362
P55344	P55344
P55344	P20274
Q8C817	Q8C817
Q8C817	Q86VY9
Q8C817	D3Z9K1
P98084	P98084
P98084	Q99767
P98084	O35431
A2AR02	A2AR02
A2AR02	O55035
A2AR02	Q13427
Q9BWH6	Q9BWH6
Q9BWH6	Q80TE0
O60479	O60479
O60479	Q64205
O60479	P56178
O60479	P70396
P47708	P47708
P47708	P47709
P47708	Q9Y2J0
A0A0G2K344	A0A0G2K344
A0A0G2K344	P42337
A0A0G2K344	P42336
O75128	O75128
O75128	O75128-2
O75128	Q5NBX1
Q7TQ95	Q7TQ95
Q7TQ95	Q9C0E8
P58404	P58404
P58404	NP_001100950
P58404	Q9NRL3
P58404	P58405
P58404	Q9ERG2
P58404	Q13033
P58404	P70483
P58404	O55106
P58404	O43815
P58404	Q13033-2
Q5I1Y9	Q5I1Y9
Q5BKC9	Q5BKC9
Q5BKC9	Q8N5V2
Q5BKC9	Q8CHT1
Q04692	Q04692
Q04692	D3Z9Z9
Q04692	Q9H4L7
Q04692	Q9H4L7-2
Q03167	Q03167
Q62442	Q62442
Q62442	P23763
Q62442	P63044
Q62442	P63027
Q62442	P63045
Q62442	Q63666
Q8C0Q2	Q8C0Q2
Q8C0Q2	Q9H4I2
P10109	P10109
P10109	P00257
P10109	P46656
Q06831	Q06831
Q06831	Q06945
Q9WTQ5	Q9WTQ5
Q9WTQ5	Q5QD51
Q9WTQ5	Q02952
Q6P2B1-3	Q6P2B1-3
Q8WXI2	Q8WXI2
Q8WXI2	Q80YA9
Q8WXI2	Q9Z1T4
Q8WXI2	Q8WXI2-5
O88673	O88673
O88673	P20192
O88673	P23743
O88673	Q91WG7
O88673	P49620
O88673	P49619
O88673	P49621
O88673	Q6NS52
O88673	Q9Y6T7
Q8VIK5	Q8VIK5
Q8VIK5	Q5VY43
P62908	P62908
P62908	P23396
P62908	P62909
Q8N9V6	Q8N9V6
Q9D0B0	Q9D0B0
Q9D0B0	Q5PPI1
Q9D0B0	Q13242
Q13126	Q13126
P98175	P98175
P98175	Q99KG3
P98175	P98175-2
P98175	P70501
P98175	P98175-5
P98175	Q99KG3-2
P98175	P98175-3
Q6B4M5	Q6B4M5
Q6B4M5	Q9Z101
Q6B4M5	Q9NPB6
Q6B4M5	Q9NPB6-2
Q9Z0P4	Q9Z0P4
Q9Z0P4	Q920Q0
Q9Z0P4	O75781
Q05086	Q05086
Q05086	O08759
Q05086	Q05086-3
Q05086	Q05086-2
Q99LJ0	Q99LJ0
Q99LJ0	D4A8X8
Q99LJ0	Q9P2B4
P56399	P56399
P56399	P45974
P56399	NP_001100089
P56399	P45974-2
P56399	Q5BKP2
P56399	Q92995
P55271	P55271
P28667	P28667
P28667	P49006
P28667	Q9EPH2
Q62901	Q62901
Q62901	Q80TZ9
Q62901	Q9P2R6
Q15744	Q15744
Q15744	Q6PZD9
O70445	O70445
O70445	Q99728
O70445	Q9QZH2
Q13573	Q13573
Q13573	NP_001102749
Q13573	Q9CSN1
Q70CQ2	Q70CQ2
Q70CQ2	Q6ZQ93
Q70CQ2	NP_001258125
P46379	P46379
P46379	Q6MG49
P46379	Q9Z1R2
Q9GZR1	Q9GZR1
Q9GZR1	Q6P7W0
Q9GZR1	F1LU78
Q8K4P0	Q8K4P0
Q8K4P0	Q9C0J8
Q8K4P0	F1LT09
Q9P1Y5	Q9P1Y5
Q9P1Y5	Q9P1Y5-2
Q9P1Y5	Q80VC9
Q9P1Y5	E9Q5B0
Q9P1Y5	D3ZXQ2
Q9P1Y6	Q9P1Y6
Q9P1Y6	A6H619
Q9P1Y6	Q63625
Q96ST3	Q96ST3
Q96ST3	Q60520
Q80YR5	Q80YR5
Q80YR5	D3YXK2
Q80YR5	O88453
Q80YR5	Q15424
Q80YR5	Q14151
Q9R1X4	Q9R1X4
Q9R1X4	Q9Z2Y1
Q9R1X4	Q9UNS1
Q8BK67	Q8BK67
Q8BK67	Q9P258
P02545	P02545
P02545	P48679
P02545	P48678
P02545	F1MYG5
Q8N6T3	Q8N6T3
Q8N6T3	Q9EPJ9
Q8N6T3	Q62848
Q8N5Y2	Q8N5Y2
Q8N5Y2	Q9WVG9
O35638	O35638
O35638	Q8N3U4
O35638	D3ZXT2
O35638	Q8WVM7
O35638	Q9D3E6
O35638	D4A3Q2
O14867	O14867
O14867	D4ACD2
O14867	P97302
A2BH40	A2BH40
A2BH40	O14497
A2BH40	ENSRNOP00000009173
O95997	O95997
O95997	Q9CQJ7
O95997	Q9NZH5
O95997	Q9NZH4
O95997	P97613
Q13444	Q13444
P17706-2	P17706-2
P17706-2	Q06180
P17706-2	P17706
Q9WU38	Q9WU38
Q9WU38	P37090
Q9WU38	P51168
Q8WUB8	Q8WUB8
Q8WUB8	Q9D8M7
Q8WUB8	Q4V7A6
Q8WUB8	Q8WUB8-2
O88622	O88622
O88622	Q86W56
O88622	Q9QYM2
Q8BT14	Q8BT14
Q8BT14	O95628
Q8BT14	Q8BT14-2
Q8BT14	O95628-2
Q63081	Q63081
Q63081	Q922R8
Q63081	Q15084
Q63081	Q15084-5
O00170	O00170
O00170	O08915
O15160	O15160
O15160	P52432
P30551	P30551
P30551	O08786
P30551	P32238
Q63755	Q63755
Q63755	Q13029
Q63755	A2A7B5
Q9R100	Q9R100
Q9R100	Q12864
Q9BYK8	Q9BYK8
Q8C9B9	Q8C9B9
Q8C9B9	EDL88794
Q8C9B9	Q9BTC0
P09234	P09234
P09234	Q62241
Q3V096	Q3V096
Q8N9B4	Q8N9B4
Q3UBH9	Q3UBH9
Q3UBH9	Q8IWR0
O60437	O60437
O60437	NP_001100446
O60437	Q9R269
O60437	O60437_VAR_R819S
O76061	O76061
Q80ZE3	Q80ZE3
Q80ZE3	Q96LC7
Q80ZE3	Q96RL6
Q63767-2	Q63767-2
Q63767-2	Q63767
Q63767-2	Q61140
Q63767-2	P56945-7
Q63767-2	P56945
Q63767-2	P56945-8
Q60795	Q60795
Q60795	O54968
Q60795	Q16236
Q15648	Q15648
Q15648	Q925J9
Q15648	D3ZRN2
Q9R1U5	Q9R1U5
Q9R1U5	Q60670
Q9R1U5	A0A0B4J2F2
Q9R1U5	P57059
P30518	P30518
P10636-2	P10636-2
P10636-2	P10636-6
P10636-2	P10636-7
P10636-2	B1AQW2
Q9QW30	Q9QW30
Q9QW30	O35516
Q9QW30	Q04721
Q9QW30	Q01705
Q9QW30	P46531
P53673	P53673
P53673	P05813
P53673	Q9JJV1
P53673	P53672
Q92769	Q92769
Q92769	Q4QQW4
Q92769	O09106
Q92769	Q13547
Q92769	P70288
Q92769	F7ENH8
Q92769	P56517
Q92769	P56519
P08033	P08033
P08033	P28230
P08033	P08034
P17655	P17655
P17655	O08529
P17655	A6NHC0
P17655	Q9UMQ6
P17655	O35350
P17655	P07384
P17655	Q9D805
P17655	O14815
P17655	Q6J756
P15173	P15173
P15173	P12979
Q9CQ43	Q9CQ43
Q9CQ43	P33316-2
P33316	P33316
P31431	P31431
P31431	P34901
P31431	O35988
P48442	P48442
P48442	Q9QY96
P48442	P41180
O43306	O43306
O43306	AAA40678
O43306	Q01341
O43306	O95622
O43306	P84309
Q9NXH3	Q9NXH3
Q9NXH3	Q7TT52
P22888	P22888
P22888	P16235
P22888	P16473
P22888	P21463
P22888	P47750
Q6ZQ12	Q6ZQ12
Q6ZQ12	Q9Y2I6
Q6ZQ12	D4A5N1
P10354	P10354
