Q9HBQ8	Q9HBQ8
M0R7Z9	O60664
M0R7Z9	O60664-2
M0R7Z9	O60664-3
M0R7Z9	Q99541
M0R7Z9	P43883
M0R7Z9	Q5U2U5
Q62825	Q62825
Q62825	O60645
Q62825	Q6KAR6
Q16587-5	Q16587-5
Q6IRK9	Q6IRK9
Q6IRK9	Q9Y646
Q6IRK9	Q9WVJ3
G3V6L1	G3V6L1
G3V6L1	O60353
G3V6L1	Q61089
G3V6L1	O60353-2
G3V6L1	Q9NPG1
G3V6L1	Q61086
G3V6L1	Q8CJC4
G3V6L1	Q9UP38
G3V6L1	Q08463
G3V6L1	O70421
G3V6L1	O75084
G3V6L1	Q61090
G3V6L1	Q9JIP6
G3V6L1	Q14332
G3V6L1	Q08464
G3V6L1	Q8K4C8
G3V6L1	Q9R216
G3V6L1	O00144
G3V6L1	Q8BKG4
G3V6L1	Q9ULW2
G3V6L1	Q9QZH0
G3V6L1	Q9ULV1
G3V6L1	Q61088
G3V6L1	Q9H461
G3V6L1	Q13467
G3V6L1	Q8CHL0
G3V6L1	Q9EQD0
G3V6L1	Q61091
G3V6L1	Q498S8
Q5BK74	Q5BK74
Q5BK74	P23881
Q5BK74	O75764
Q5BK74	Q9QVN7
Q5BK74	Q15560
Q5BK74	Q63799
Q5BK74	Q4KLL0
Q5BK74	P23193-2
Q5BK74	P10711
Q5BK74	P23193
Q5BK74	XP_001059576
D4AAY4	D4AAY4
D4AAY4	Q9D0K0
D4AAY4	Q9P0N9
Q64612	Q64612
Q64612	P70289
F1MAB8	F1MAB8
F1MAB8	P52732
F1MAB8	Q6P9P6
F1MAB8	Q8NI77
F1MAB8	XP_342487
F1MAB8	Q91WD7
Q80XG9	Q80XG9
Q80XG9	Q86VH4
Q80XG9	B4F7C5
Q80XG9	D3ZAL8
Q80XG9	Q86VH5
Q80XG9	Q8BZ81
Q80XG9	D4A6D8
Q80XG9	Q8K377
Q80XG9	Q86UE6
Q80XG9	O43300
Q80XG9	D4A7P2
Q80XG9	Q8BGA3
Q5EB66	Q5EB66
Q5EB66	B2B9E1
Q5EB66	Q629K1
Q9JK66	Q9JK66
Q9JK66	Q9WVS6
Q9JK66	O60260-5
Q9JK66	O60260
P46779-3	P46779-3
P46779-3	P17702
P46779-3	P41105
P46779-3	P46779-2
P46779-3	P46779
B2CXA1	B2CXA1
P55196-5	P55196-5
P55196-5	Q9QZQ1-2
P55196-5	P55196-2
P55196-5	P55196
P55196-5	Q9QZQ1
P55196-5	P55196-3
P55196-5	O35889
P55196-5	P55196-1
P12532-2	P12532-2
P12532-2	NP_001038016
P12532-2	P05122
P12532-2	Q04447
P12532-2	P07335
P12532-2	P12277
P12532-2	P07310
P12532-2	P30275
P12532-2	P06732
P12532-2	P12532
P12532-2	P00565
P12532-2	P00564
P12532-2	Q6P8J7
P12532-2	P17540
P12532-2	P09605
P12532-2	P25809
C0HK79	C0HK79
C0HK79	P61009
C0HK79	Q6ZWQ7
C0HK79	Q568Z4
C0HK79	C0HK80
A0A0U1RQK7	A0A0U1RQK7
A0A0U1RQK7	O43432-3
A0A0U1RQK7	O43432
A0A0U1RQK7	NP_001100163
A0A0U1RQK7	Q80XI3
A0A0U1RQK7	Q80XI3-4
A0A0U1RQK7	Q80XI3-2
A0A0U1RQK7	F1MX04
A0A0U1RQK7	Q04637-8
A0A0U1RQK7	Q04637-3
A0A0U1RQK7	Q04637-9
A0A0U1RQK7	Q04637-7
A0A0U1RQK7	Q04637
A0A0U1RQK7	D3ZU13
A0A0U1RQK7	Q6NZJ6
A0A0U1RQK7	Q6NZJ6-2
A0A0U1RQK7	P41110
Q6ZT12-4	Q6ZT12-4
Q6ZT12-4	F6QC57
Q6ZT12-4	NP_001128022
Q6ZT12-4	Q5U430
Q6ZT12-4	Q6ZT12
Q9NYQ7-2	Q9NYQ7-2
Q9NYQ7-2	O88278
Q9NYQ7-2	Q9NYQ7
Q9NYQ7-2	Q91ZI0
Q9NYQ7-2	O35161
Q9NYQ7-2	Q9NYQ6
Q9NYQ7-2	Q9HCU4
Q9NYQ7-2	Q9QYP2
Q9NYQ7-2	Q9R0M0
Q9NYQ7-2	XP_225997
Q9NYQ7-2	Q8CFX3
Q9NYQ7-2	Q08174
Q9NYQ7-2	Q2TJI9
Q9NYQ7-2	Q08174-2
Q9NYQ7-2	E9Q2S0
Q9NYQ7-2	O60245
Q9NYQ7-2	O60245-2
Q9NYQ7-2	E1BCK4
Q9NYQ7-2	Q68HB6
Q9NYQ7-2	NP_001166994
A6NEH8	A6NEH8
Q9UJ41-3	Q9UJ41-3
Q9UJ41-3	Q9JM13
Q9UJ41-3	Q9UJ41
Q9UJ41-3	G3V631
Q9BX79-4	Q9BX79-4
Q9BX79-4	O70491
Q9BX79-4	Q4QR83
Q9BX79-4	Q9BX79
Q9BX79-4	Q9BX79-3
Q6AXX0	Q6AXX0
Q32ZH2	Q32ZH2
Q32ZH2	Q8K3U4
Q32ZH2	Q8N688
Q32ZH2	Q7Z7B8
Q5I0J4	Q5I0J4
Q5I0J4	Q9CR46
Q5I0J4	Q8WVK7
Q80WE5	Q80WE5
Q80WE5	Q86WI0
Q80WE5	Q80SV1
Q80WE5	Q9Y693
Q80WE5	Q8BM86
Q80WE5	Q5BJS2
P59692	P59692
P59692	O54926
P59692	O15304
B2GUZ2	B2GUZ2
B2GUZ2	Q8C263
B2GUZ2	Q8IX90
B2GUZ2	Q8IX90-3
P15391-2	P15391-2
P15391-2	P15391
P15391-2	F1LNH2
P15391-2	P25918
P15391-2	G1TWR4
P24557-3	P24557-3
P24557-3	P36423
P24557-3	P49430
P24557-3	P24557
P24557-3	P05183
P24557-3	Q64481
P24557-3	P04800
P24557-3	Q64459
P24557-3	Q9JMA7
P24557-3	Q9EQW4
P24557-3	D3YYZ0
P24557-3	P24462-2
P24557-3	P24462
P24557-3	P08684
P24557-3	D3Z2W7
P24557-3	Q5PQX2
P24557-3	Q64464
P24557-3	O09158
P24557-3	Q9HB55
P24557-3	P20815
P24557-3	P20815-2
Q9BUV8-5	Q9BUV8-5
Q9UHJ9-2	Q9UHJ9-2
Q9UHJ9-2	Q9UHJ9
Q9UHJ9-2	Q3TQR0
Q9UHJ9-2	Q2ABP3
Q9UHJ9-2	Q9UHJ9-4
Q9UHJ9-2	Q9UHJ9-5
Q1HG43-2	Q1HG43-2
Q1HG43-2	Q1HG43
Q1HG43-2	Q8VE49
Q1HG43-2	Q1HG44
Q1HG43-2	Q9D311
Q86XK2-5	Q86XK2-5
Q86XK2-5	Q86XK2
Q86XK2-5	Q7TSL3
Q86XK2-5	Q7TPD1
Q969X5-3	Q969X5-3
D3ZM21	D3ZM21
D3ZM21	Q86VU5
D3ZM21	Q8BIG7
Q5K2P9	Q5K2P9
Q5K2P9	Q5K2P8
Q5K2P9	P08861
Q5K2P9	P09093
Q5K2P9	Q9CQ52
Q5K2P9	D3ZFG3
Q5K2P9	Q6GPI1_VAR_A250T
Q5K2P9	Q6GPI1
Q5K2P9	P17538
Q5K2P9	Q9CR35
Q5K2P9	P07338
Q5K2P9	Q99895
Q5K2P9	Q3SYP2
Q5K2P9	P55091
Q5K2P9	Q5K4E3
Q5K2P9	Q2L4Q9
Q5K2P9	Q571E5
Q6NUT3-3	Q6NUT3-3
Q6NUT3-3	Q6NUT3
Q6NUT3-3	Q3U481
A0A1B0GUT2	A0A1B0GUT2
A0A1B0GUT2	Q9CX25
B0BN73	B0BN73
B0BN73	Q9BTE0
B0BN73	Q3UG98
D4A531	D4A531
D4A531	P36954
D4A531	P60898
D3ZLD2	D3ZLD2
D3ZLD2	Q9CQR5
D3ZLD2	Q9UDW3
D4A104	D4A104
D4A104	Q3T142
D4A104	Q9D0Q7
D4A104	Q9BRJ2
Q9WVA9	Q9WVA9
Q9WVA9	Q9WVA8
Q9WVA9	O15130
Q68FQ4	Q68FQ4
Q68FQ4	Q9BRQ4
Q68FQ4	Q8CC70
Q6PNM1	Q6PNM1
Q6PNM1	Q7TSA3
Q6PNM1	Q7Z6A9
Q70KL3	Q70KL3
Q70KL3	Q32ZF7
Q70KL3	Q7TNV7
Q70KL3	Q32ZF8
Q8VHV8	Q8VHV8
Q8VHV8	Q9BQE4
Q8VHV8	Q9BCZ4
XP_008767562	XP_008767562
XP_008767562	Q8K3A0
XP_008767562	Q8IWL3
D3ZK76	D3ZK76
D3ZK76	Q6ZSJ8
D3ZK76	B1ARW8
NP_001101406	NP_001101406
NP_001101406	Q9NQT5
NP_001101406	Q7TQK4
NP_001101406	Q9NQT5-2
NP_001032297	NP_001032297
NP_001032297	Q3U829
NP_001032297	O43299
A0A1D9BZF0	A0A1D9BZF0
Q9BV29-2	Q9BV29-2
Q9BV29-2	Q561K4
Q9BV29-2	Q9BV29
Q9BV29-2	Q8BS39
O75923-13	O75923-13
O75923-13	O75923-11
O75923-13	O75923-10
O75923-13	Q9ESD7-2
O75923-13	O75923-3
O75923-13	O75923-8
O75923-13	Q9ESD7
O75923-13	O75923
O75923-13	D4A6X1
O75923-13	NP_001178565
O75923-13	Q9NZM1
O75923-13	Q9NZM1-3
O75923-13	Q9NZM1-2
O75923-13	Q69ZN7
O75923-13	Q9NZM1-6
O75923-13	Q9NZM1-5
O75923-13	A0AVI2
O75923-13	P0DM40
O75923-13	Q9ESF1
O75923-13	Q9ERC5
O75923-13	Q9HC10-3
O75923-13	Q9HC10-2
O75923-13	Q9HC10
O75923-13	XP_910812
O75923-13	Q2WGJ9
P89654	P89654
A1L1L9	A1L1L9
A1L1L9	Q6PI78
A1L1L9	Q4VAE3
Q9Y3C8	Q9Y3C8
Q9Y3C8	Q9CR09
Q9Y3C8	Q6BBI8
Q6TA25	Q6TA25
Q6TA25	Q9NVK5
Q6TA25	Q9CRA9
Q6TA25	Q9BRV8-2
Q6TA25	Q9BRV8
Q6TA25	Q5FWT9
Q6TA25	Q9CPR7
Q8JZU2	Q8JZU2
Q8JZU2	P32089
Q8JZU2	P53007
Q9D8L0	Q9D8L0
Q9D8L0	D4A446
Q9D8L0	Q96A22
Q8BHG2	Q8BHG2
Q8BHG2	Q9NWV4
Q8BHG2	Q498R7
D4ADC1	D4ADC1
D4ADC1	Q8BHE0
D4ADC1	Q96HE9
XP_574729	XP_574729
XP_574729	Q9D4G2
XP_574729	O75031
D3ZRK0	D3ZRK0
D3ZRK0	Q148V8
D3ZRK0	Q6ZRV2
A0FK58	A0FK58
A0FK58	Q60660
A0FK58	Q60653
A0FK58	Q60652
A0FK58	Q64329
A0FK58	Q9JHV3
A0FK58	Q8K3G1
A0FK58	Q588F4
A0FK58	Q60682
A0FK58	Q5MPW7
A0FK58	Q60654
A0FK58	Q60651
A0FK58	P20937
A0FK58	F7EVP3
A0FK58	Q9UNG0
O00311	O00311
O00311	Q9Z0H0
O60318	O60318
O60318	D3ZTA3
O60318	Q9WUU9
O60318	D3ZT97
O60318	A6NKF1
O60318	A6H687
Q13094	Q13094
Q13094	Q60787
Q13094	Q920L0
Q13094	Q9QZE2
Q13094	Q7Z7G1
Q8NG31	Q8NG31
Q8NG31	Q8NG31-2
Q8NG31	D3ZNX2
Q8NG31	A3KGI3
Q8NG31	Q66JQ7
Q78PY7	Q78PY7
Q78PY7	Q7KZF4
Q78PY7	Q66X93
Q13033	Q13033
Q13033	Q13033-2
Q13033	P58405
Q13033	Q9ERG2
Q13033	O55106
Q13033	O43815
Q13033	P70483
Q13033	Q9NRL3-3
Q13033	NP_001155281
Q13033	Q9NRL3
Q13033	P58404
Q13033	NP_001100950
Q7TNI8	Q7TNI8
Q7TNI8	Q99MB1
Q7TNI8	O15455
Q9Z1A6	Q9Z1A6
Q9Z1A6	Q00341-2
Q9Z1A6	Q8VDJ3
Q9Z1A6	Q00341
Q9Z1A6	F1MT25
Q9Z1A6	D3ZYY6
Q9Z1A6	XP_579010
Q9Z1A6	D4A4T3
Q9Z1A6	B1AXN3
Q8N2M8	Q8N2M8
Q8N2M8	Q8CFC7
Q8N2M8	A0JNI5
Q8N2M8	Q5HZB6
Q9NT62	Q9NT62
Q9NT62	Q9NT62-2
Q9NT62	Q6AZ50
Q9NT62	Q9CPX6
P27695	P27695
P27695	P43138
P27695	P28352
Q2NKX8	Q2NKX8
Q2NKX8	Q8BHK9
Q2NKX8	D4A0G9
Q8K1S2	Q8K1S2
Q8K1S2	Q6UXZ4
Q8K1S2	F1LW30
Q8K1S2	Q8IZJ1-2
Q8K1S2	Q8IZJ1
Q8K1S2	Q6ZN44-2
Q8K1S2	O08722
Q8K1S2	Q8K1S3
Q8K1S2	O08747
Q8K1S2	O95185
Q8K1S2	Q761X5
Q8K1S2	O08721
Q8K1S2	Q6ZN44-3
Q8K1S2	Q8K1S4
Q8K1S2	Q6ZN44
Q96JM3	Q96JM3
Q96JM3	Q8K327
Q96JM3	F1MFQ9
Q96JM3	B5DEG7
F1MAQ8	F1MAQ8
F1MAQ8	A2AJT4
F1MAQ8	Q8TF01
Q8IY17	Q8IY17
Q8IY17	Q8IY17-2
Q8IY17	XP_001057249
Q8IY17	Q3TRM4
Q8IY17	A2AJ88
Q8IY17	Q6ZV29-5
Q8IY17	Q5BK26
Q8IY17	Q6ZV29
Q9Y4C4	Q9Y4C4
Q9Y4C4	Q3V1N1
Q9Y4C4	NP_001102874
Q9Y4C4	A2AUR7
Q9Y4C4	Q15404
Q9Y4C4	Q01730
Q9Y4C4	Q8CBR6
Q9Y4C4	Q8WUA8
Q9Y4C4	Q6QMY6
Q9Y4C4	Q96CX6
Q9Y4C4	Q3UGP9
Q9Y4C4	D3ZWP8
Q80X71	Q80X71
Q80X71	Q9NUM4
Q80X71	Q6AYA5
Q80X71	Q96A25
Q80X71	Q80VP8
Q80X71	Q9BVX2
Q80X71	Q5RJK0
Q80X71	Q5BK83
Q80X71	Q8VC04
P45448	P45448
P45448	O00482
P45448	Q9QWM1
P45448	P33242
P45448	Q13285
P45448	P50569
P45448	O00482-3
P54257	P54257
P54257	P54256
P54257	O35668
Q3UU67	Q3UU67
Q3UU67	Q2TA64
Q3UU67	Q6PIZ9
A2AG58	A2AG58
A2AG58	B2GUW9
A2AG58	A2AJT9
A2AG58	A2AJT9-2
A2AG58	A2AJT9-3
Q9BYN7	Q9BYN7
Q9BYN7	Q6PGC9
Q6R653	Q6R653
Q6R653	Q8IV45
P58735	P58735
P58735	P45380
P58735	Q9H2B4
Q96PB1	Q96PB1
Q96PB1	Q7TN73
Q9UNY4	Q9UNY4
Q9UNY4	ENSRNOP00000020933
Q9UNY4	Q9UNY4-2
Q9UNY4	Q5NC05
Q569L8	Q569L8
Q569L8	D4A194
Q569L8	Q9HC77
Q569L8	D3ZUW1
Q569L8	Q8C641
Q569L8	O35703
Q569L8	Q62183
Q569L8	Q62184
P06280	P06280
P06280	P51569
P06280	NP_001102290
P06280	Q9QWR8
P06280	P17050
P06280	Q66H12
Q14376	Q14376
Q14376	P18645
Q14376	Q8R059
Q6UXM1	Q6UXM1
Q6UXM1	Q6UXM1-2
Q6UXM1	Q6P1C6
Q6UXM1	O94898
Q6UXM1	Q52KR2
Q6UXM1	XP_232237
Q6UXM1	Q96JA1
Q6UXM1	P70193
Q6UXM1	G3XA59
Q6UXM1	D3ZVD5
Q6UXM1	Q14392
Q99MT2	Q99MT2
Q99MT2	O15457
P97464	P97464
P97464	Q16394
P97464	Q92935
P97464	Q9JKV7
P54802	P54802
P54802	D3ZZL3
P54802	O54752
Q0ZGT2	Q0ZGT2
Q0ZGT2	Q7Z4C7
Q0ZGT2	Q9Z2J4
Q0ZGT2	Q7TPW1
Q9Y3E2	Q9Y3E2
Q9Y3E2	Q06C60
Q9Y3E2	Q9D8S9
Q9Y3E2	Q8BGS2
Q9Y3E2	D4A9P7
Q9Y3E2	Q9H3K6
Q8IWZ3-6	Q8IWZ3-6
Q8IWZ3-6	E9PUR0
Q8IWZ3-6	Q8IWZ3-4
Q8IWZ3-6	Q8IWZ3-2
Q8IWZ3-6	Q8IWZ3
Q8IWZ3-6	O75179
Q8IWZ3-6	Q99NH0
Q8IWZ3-6	O75179-2
Q8IWZ3-6	D4A0B4
Q8IWZ3-6	E9PTK9
Q8IWZ3-6	Q8TC84
Q8IWZ3-6	Q9DAM9
Q8IWZ3-6	Q66H07
Q8IWZ3-6	Q8R5G4
Q8IWZ3-6	P42773
Q8IWZ3-6	Q60772
Q8IWZ3-6	P51480
Q8IWZ3-6	P42771
Q8IWZ3-6	P55272
Q8IWZ3-6	P42771-4
Q8IWZ3-6	P55271
Q8IWZ3-6	P42772
Q8IWZ3-6	Q9R0Z3
Q9D6W8	Q9D6W8
Q9D6W8	Q66H43
Q9D6W8	Q96GS4
Q66K66	Q66K66
Q66K66	Q8BG75
P60669	P60669
P60669	Q8VC98
P60669	Q9H4M7-2
P60669	Q9H4M7
Q8IWS0	Q8IWS0
Q8IWS0	D3ZQV8
Q8IWS0	Q9D4J7
Q8IWS0	Q8IWS0-2
P02663	P02663
P02663	Q02862
P02663	Q8CGR3
P02663	P02664
Q14154	Q14154
Q14154	Q9DCV6
Q14154	P60924
Q8N3C0	Q8N3C0
Q8N3C0	F1LPQ2
Q8N3C0	E9PZJ8
Q8N3C0	Q6P4T2
Q8N3C0	O75643
Q8N3C0	NP_001032855
Q3V0G7	Q3V0G7
Q3V0G7	Q3V0G7-2
Q3V0G7	Q5VVW2
Q3V0G7	D3ZGQ7
Q3V0G7	A2AUQ6
Q96B01	Q96B01
Q96B01	Q8C551
Q96B01	A1A5P3
Q9BTY2	Q9BTY2
Q9BTY2	Q99KR8
Q9BTY2	Q6AYS4
Q9BTY2	P04066
Q9BTY2	Q99LJ1
Q9BTY2	P17164
Q4G0A6	Q4G0A6
Q4G0A6	D3ZJJ0
Q4G0A6	Q3UQI9
Q4G0A6	A8MYZ0
Q3UUY6	Q3UUY6
Q3UUY6	Q8N271
Q3UUY6	Q8CJ52
Q3UUY6	Q8N271-2
Q32NC0	Q32NC0
Q32NC0	Q5XFZ0
Q32NC0	Q4V7D8
Q9P0W8	Q9P0W8
Q9P0W8	Q80VP2
Q9P0W8	F1LP56
Q8BWZ3	Q8BWZ3
Q8BWZ3	Q14CX7
Q8BWZ3	Q6QI44
Q8N7W2	Q8N7W2
Q8N7W2	Q8BSV3
Q8N3K9	Q8N3K9
Q8N3K9	M0R557
Q8N3K9	Q70KF4
Q8N3K9	A1L4K1
Q8N3K9	Q8BZ52
B2RY71	B2RY71
B2RY71	NP_001128208
B2RY71	Q8IWG1
Q9H6R7	Q9H6R7
Q9H6R7	Q6NV72
Q9H6R7	XP_006239930
Q9CYV5	Q9CYV5
Q9CYV5	Q86UB9
Q9CYV5	Q5U4F4
Q68DE3	Q68DE3
Q68DE3	B2RUQ2
Q8TEV9	Q8TEV9
Q8TEV9	Q8TEV9-2
Q8TEV9	D3ZJR6
Q8TEV9	Q3UMB5
Q14AW5	Q14AW5
Q14AW5	Q8NE18
Q7TT37	Q7TT37
Q7TT37	Q8VHU4
Q7TT37	O95163
Q8CBE3	Q8CBE3
Q8CBE3	Q9Y2I8-2
Q8CBE3	Q9Y2I8
Q8CBE3	D3ZQ02
Q8WZ79	Q8WZ79
Q8WZ79	Q9QY48
Q8WZ79	Q9QZK9
Q8WZ79	P56542
Q8WZ79	O00115
Q8WZ79	Q9QZK8
Q05860	Q05860
Q05860	Q05860-5
Q05860	Q68DA7
Q05860	Q68DA7-5
Q05860	D4A4Y9
Q05860	D3ZBI5
Q05860	Q9NZ81
Q05860	Q5U1W2
Q05860	Q9CQJ5
Q5GH76	Q5GH76
Q5GH76	Q5GH67
Q5GH76	Q5GH59
Q5GH76	Q5GH64
Q5GH76	Q5GH56
Q5GH76	Q5GH72
Q5GH76	Q5GH73
Q5GH76	E9Q6C8
Q5GH76	Q5GH57
P51571	P51571
P51571	Q62186
P51571	Q07984
Q562E7	Q562E7
Q562E7	Q5ND34
Q562E7	D4A929
Q9H5P4	Q9H5P4
Q9H5P4	Q9H5P4-2
Q9H5P4	XP_001070493
Q9H5P4	E9Q9W7
Q13426	Q13426
Q13426	Q924T3
Q13426	Q5XI44
Q8NBI6	Q8NBI6
Q8NBI6	D4ADL7
Q8NBI6	Q3U4G3
Q9BX95	Q9BX95
Q9BX95	Q9JI99
Q9BX95	Q99P55
Q9BX95	Q8IWX5
Q9BX95	Q810K3
Q96K78	Q96K78
Q96K78	D4AAI8
Q96K78	Q8BM96
A7MD48	A7MD48
A7MD48	Q8BKA3
Q8TER0	Q8TER0
Q8TER0	Q5ZQU0
Q8TER0	Q70E20
Q8TER0	O00548
Q8TER0	P97677
Q8TER0	Q61483
Q8TER0	Q09163
Q8TER0	O70534
Q8TER0	P80370
Q8TER0	Q9NYJ7
Q8TER0	O88671
Q8TER0	O88516
Q9GZY8	Q9GZY8
Q9GZY8	Q6PCP5
Q9GZY8	Q6PCP5-4
Q9GZY8	NP_001263330
Q9GZY8	Q9GZY8-2
Q9GZY8	Q9GZY8-4
Q9GZY8	Q9GZY8-5
Q9GZY8	Q6PCP5-2
O15218	O15218
O15218	P31392
O15218	P43142
O15218	Q99678
O15218	Q8BYC4
O15218	O15529
O15218	B2GV46
O15218	O14843
O15218	Q3UFD7
O15218	Q76EI6
O15218	Q8VCK6
O15218	O15552
Q9EQ20	Q9EQ20
Q9EQ20	Q02252
Q9EQ20	Q02252-2
Q9EQ20	Q02253
Q5U5V2	Q5U5V2
Q5U5V2	A2RU49
Q5U5V2	D3ZUX1
Q5U5V2	A2RU49-2
Q03933	Q03933
Q03933	P38533
Q03933	Q9R120
Q03933	Q03933-2
Q03933	Q9ULV5
Q03933	Q9R0L1
Q03933	Q9ULV5-2
Q03933	Q00613
Q03933	F1MAF1
Q03933	Q00613-2
Q03933	P38532-2
Q03933	P38532
Q03933	Q08DJ8
Q96NY8	Q96NY8
Q96NY8	Q96NY8-2
Q96NY8	Q8R007
Q96NY8	Q8R007-2
Q96NY8	P86176
Q96NY8	Q495A1
Q8BI29	Q8BI29
Q8BI29	Q499V8
Q8BI29	Q9BW04
Q8BI29	Q9BW04-2
Q96P50	Q96P50
Q96P50	D4A346
Q96P50	Q6NXL5
Q96P50	Q15057
Q96P50	Q6ZQK5
Q96P50	Q5FVC7
Q96P50	Q15027
Q96P50	D4ABD3
Q96P50	Q8K2H4
P70697	P70697
P70697	P06132
P70697	P32362
Q96K37	Q96K37
Q96K37	P0C6B1
Q96K37	Q8CD26
O14524	O14524
O14524	NP_001258178
O14524	O14524-2
O14524	Q6ZQE4
O14524	Q8CB65
O14524	A6NFY4
O14524	P0C8N6
P51587	P51587
P51587	P97929
P51587	NP_113730
P23025	P23025
P23025	Q64267
P23025	XP_006238098
Q99728	Q99728
Q99728	O70445
Q99728	Q9QZH2
O94880	O94880
O94880	G3V9T6
O94880	Q9D4H9
O94880	Q9D4H9-1
O94880	O94880-1
O94880	O94880-2
P97797	P97797
P97797	P97797-2
P97797	Q6F5F2
P97797	P97710
P97797	P78324-2
P97797	P78324-4
P97797	Q9P1W8-4
P97797	Q5TFQ8
P97797	P78324
P97797	Q9P1W8
P97797	Q9P1W8-3
P97797	O00241
P97797	Q9H106
O43586	O43586
O43586	P97814
O43586	B0BNK4
O43586	Q99M15
O43586	Q9H939-2
O43586	Q9H939
O43586	XP_001056422
Q04690	Q04690
Q04690	P21359-5
Q04690	P97526
Q04690	P21359-2
Q04690	P21359
P20933	P20933
P20933	Q64191
P20933	B7ZNK6
P20933	P30919
O43823	O43823
O43823	Q63014
O43823	Q9DBR0
O43823	Q9ULX6
O43823	Q9ULX6-2
O43823	Q5U306
O43823	Q9R0L7
O43823	XP_038948561
O43823	O88291
O43823	Q5BKZ1
O43823	Q5BKZ1-3
P49792	P49792
P49792	F1MXS1
P49792	O14715
P49792	Q7Z3J3
P49792	P0DJD1
P49792	P0DJD0
P49792	Q99666
P49792	A6NKT7
P49792	P24368
P49792	A0A075B767
P49792	Q9Y536
P49792	P17742
P49792	P24369
P49792	P62937
P49792	P23284
P49792	P10111
P49792	A0A075B759
P49792	P0DN26
P49792	P0DN37
P49792	F5H284
P49792	A0A0B4J2A2
P49792	P45877
P49792	XP_001002180
P49792	Q6AYQ9
P49792	P30412
P49792	Q9UNP9-3
P49792	Q9QZH3
P49792	Q9UNP9
P49792	P29117
P49792	Q99KR7
P49792	P30405
P49792	NP_001382655
P49792	Q9D868
P49792	NP_001386382
P49792	O43447
P49792	Q9D868-2
P49792	NP_001178533
P49792	Q9ERU9
P49792	Q3T0M7
P49792	P43487-2
P49792	D4A2G9
P49792	P34022
P49792	P43487
P06702	P06702
P06702	P31725
P06702	P50116
P06702	P80511
Q3V129	Q3V129
Q3V129	Q96C45
Q3V129	M0R685
Q63692	Q63692
Q63692	Q16543
Q63692	Q61081
Q63692	Q7L3B6
Q63692	Q5XIC3
Q63692	Q9CZP7
P51636	P51636
P51636	P51636-2
P51636	Q9WVC3
P51636	Q2IBC5
P51636	NP_001009477
P51636	P51638
P51636	P56539
P51636	P51637
P51636	Q03135-2
P51636	P33724
P51636	P41350
P51636	Q03135
P51636	P49817
P50393	P50393
P50393	P47713
P50393	P47712
Q9Z0N1	Q9Z0N1
Q9Z0N1	P81795
Q9Z0N1	Q2VIR3
Q9Z0N1	Q9Z0N2
Q9Z0N1	C9WPN6
Q9Z0N1	P41091
Q9R1T2	Q9R1T2
Q9R1T2	Q9UBE0
Q9R1T2	Q9UBE0-2
Q9R1T2	Q6AXQ0
Q9R1T2	Q9UBE0-3
Q9JJZ4	Q9JJZ4
Q9JJZ4	NP_001100112
Q9JJZ4	Q9Y385
Q9JJZ4	F1MBQ2
Q9JJZ4	Q8N2K1-3
Q9JJZ4	Q6AYB7
Q9JJZ4	Q6P073
Q9JJZ4	Q8N2K1
Q9JJZ4	XP_001476050
Q9JJZ4	P61089
Q9JJZ4	P61088
Q9JJZ4	Q9EQX9
Q9JJZ4	EDL33433
Q9JJZ4	Q5JXB2
Q9JJZ4	XP_001066426
B1AZI6	B1AZI6
B1AZI6	Q8NI27-2
B1AZI6	NP_001178685
B1AZI6	Q8NI27
NP_001178739	NP_001178739
NP_001178739	Q9HBL0-1
NP_001178739	Q9HBL0-2
NP_001178739	Q9GLM4
NP_001178739	Q9HBL0
NP_001178739	E9Q0S6
NP_001178739	Q68CZ2
NP_001178739	Q68CZ2-2
NP_001178739	Q5SSZ5
NP_001178739	NP_001163930
NP_001178739	Q63HR2-4
NP_001178739	M0R671
NP_001178739	Q8CGB6
NP_001178739	Q63HR2-2
NP_001178739	Q63HR2
NP_001178739	Q4V8I3
NP_001178739	Q8BZ33
NP_001178739	Q8IZW8
O00623	O00623
O00623	Q8VC48
O00623	O88177
P28330	P28330
P28330	P51174
P28330	P15650
P28330	P11310-2
P28330	P08503
P28330	P45952
P28330	P11310
P28330	Q9UKU7
P28330	Q9D7B6
P28330	NP_001385734
Q9HAP2	Q9HAP2
Q9HAP2	F1M051
Q9HAP2	Q2VPU4
Q9HAP2	Q8VIP2
Q9HAP2	Q99MZ3
Q9HAP2	Q9NP71
Q9HAP2	O08609
Q9HAP2	A2VCV8
Q9HAP2	A2BFB2
Q9HAP2	Q9UH92
Q9HAP2	Q9UH92-3
Q9HAP2	A2BFB1
Q9HAP2	Q9UH92-2
P08910	P08910
P08910	Q9QXM0
Q64602	Q64602
Q64602	Q8N5Z0
Q64602	Q9WVM8
P35556	P35556
P35556	Q61555
P35556	Q61554
P35556	P35555
P35556	Q9WUH8
P35556	Q75N90
P35556	Q9NS15
P35556	Q61810
P35556	ENSRNOP00000028229
P35556	Q14767
P35556	O08999
P35556	O35806
P35556	Q9WVH8
P35556	Q9UBX5
P35556	Q9WVH9
P35556	Q14766-4
P35556	Q14766-3
P35556	Q14766
P35556	Q00918
P35556	Q8CG19
P35556	Q61220
P35556	Q62918
P35556	Q99435
