P03246	P03246
Q8R060	XP_008764606
Q8R060	Q9H900
P26436	P26436
P26436	B3GLJ2
P26436	B3GLJ6
P26436	Q3UN54
P26436	P50289
P26436	Q9QXN2
P26436	Q8WXA2
P70380	P70380
P70380	Q14116
P70380	P97636
Q5VUB5	Q5VUB5
Q5VUB5	A8MVW0
Q5VUB5	Q14CH0
Q5VUB5	Q6P995
Q5VUB5	D3ZT47
Q5VUB5	A2ATK9
Q5VUB5	A2A699
Q5VUB5	D3ZTG3
Q5VUB5	XP_001056358
Q8BPM6	Q8BPM6
Q8BPM6	Q7Z5B4
D3ZKY0	D3ZKY0
D3ZKY0	Q96P71
D3ZKY0	Q9D6J4
D3ZKY0	Q91ZP9
D3ZKY0	Q7Z6G3
D3ZKY0	Q8N987
D3ZKY0	Q8BG18
D3ZKY0	Q9ESB5
D3ZKY0	F1LQY6
D4AAS1	D4AAS1
D4AAS1	Q6NV75
D4AAS1	Q8K0Z9
D4AAS1	Q3UN16
D4AAS1	Q16538
Q86WI0	Q86WI0
Q86WI0	Q9Y693
Q86WI0	Q6ZUX7
Q86WI0	Q5BJS2
Q86WI0	Q8BM86
Q86WI0	Q80WE5
Q86WI0	Q6ICI0
Q86WI0	Q3UUA0
Q86WI0	Q8BGA2
Q86WI0	Q80SV1
Q8C9S8	Q8C9S8
Q8C9S8	NP_001101418
Q8C9S8	Q8BGV9
Q8C9S8	Q96DT6
Q8C9S8	Q811C2
Q8C9S8	Q86TL0
Q8C9S8	Q9Y4P1-2
Q8C9S8	B1H274
Q8C9S8	Q9Y4P1
Q8C9S8	A0A0G2QC33
Q8C9S8	Q8WYN0
Q8C9S8	Q8BGE6
Q6MG53	Q6MG53
Q6MG53	Q8NDX9
Q6MG53	Q8K1T4
Q5SRD1	Q5SRD1
Q5SRD1	O14925
Q5SRD1	Q9WTQ8
Q5SRD1	O35093
Q9NSQ0	Q9NSQ0
Q9NSQ0	Q9D1C9
Q9NSQ0	D4AE65
Q9NSQ0	Q9Y3A4
Q9WVB6	Q9WVB6
Q9WVB6	Q9WVB7
Q9WVB6	Q9Y5L5
Q9Y442	Q9Y442
Q9CZ64	Q9CZ64
Q8K071	Q8K071
Q8K071	A6NGB7
Q6PAI5	Q6PAI5
Q9JL10	Q9JL10
Q9JL10	Q9UHV2
Q96CG8	Q96CG8
Q96CG8	Q8CG08
Q96CG8	Q9D1D6
Q9JHJ3	Q9JHJ3
Q9JHJ3	Q68FV6
Q9JHJ3	Q8WWB7
Q5BVD1	Q5BVD1
Q5BVD1	Q8C5C9
Q5BVD1	Q5BVD1-3
Q9BYQ0	Q9BYQ0
Q9BYQ0	Q9BYR8
Q9BYQ0	Q3SY46
Q9BYQ0	M0RDB3
Q9BYQ0	P60014
Q9BYQ0	XP_001474452
Q9BYQ0	A2A591
Q9BYQ0	P60371
Q9BYQ0	Q08EG8
Q9BYQ0	Q3LI77
Q9BYQ0	Q8IUC1
Q9BYQ0	Q9BYP9
Q9BYQ0	P60370
Q9BYQ0	P60412
Q9BYQ0	P60331
Q9BYQ0	A8MUX0
Q9BYQ0	Q8IUC0
Q9BYQ0	Q8K198
Q9BYQ0	Q9BYQ3
Q9BYQ0	P60368
Q9BYQ0	A1A580
Q9BYQ0	Q64526
Q9BYQ0	P60372
Q9BYQ0	Q9BYQ4
Q9BYQ0	P60410
Q9BYQ0	Q9BYR9
Q9BYQ0	P0C7H8
Q9BYQ0	Q9BYU5
Q9BYQ0	Q9BYR3
Q9BYQ0	Q52LG2
Q9BYQ0	Q3LI83
Q9BYQ0	O88375
Q9BYQ0	G3X9A2
Q9BYQ0	Q8IUG1
Q9BYQ0	P60413
Q9BYQ0	A8MTY7
Q9BYQ0	Q9BYR6
Q9BYQ0	P0C5Y4
Q9BYQ0	Q6PEX3
Q9BYQ0	Q9D638
Q9BYQ0	P60329
Q9BYQ0	Q9BYP8
Q9BYQ0	Q9D7N2
Q9BYQ0	A2A5X6
Q9BYQ0	Q9D746
Q9BYQ0	Q9BYT5
Q9BYQ0	Q9BYS1
Q9BYQ0	A8MVA2
Q9BYQ0	Q9BQ66
Q9BYQ0	P59990
Q9BYQ0	Q9BYR5
Q9BYQ0	Q3V2D6
Q9BYQ0	A8MXZ3
Q9BYQ0	Q9BYR7
Q9BYQ0	B1AQB1
Q9BYQ0	A2A588
Q9BYQ0	P60369
Q9BYQ0	Q9BYR0
Q9BYQ0	Q3V4B7
Q9BYQ0	A8MX34
Q9BYQ0	Q9BYQ6
Q9BYQ0	Q9D3H7
Q9BYQ0	A2A5X4
Q9BYQ0	P60411
Q9BYQ0	Q07627
Q9BYQ0	G5E9R7
Q9BYQ0	Q9BYQ8
Q9BYQ0	P59991
Q9BYQ0	Q9Z287
Q9BYQ0	Q3LI81
Q9BYQ0	F1LNL4
Q9BYQ0	O08640
Q9BYQ0	Q9BYR2
Q9BYQ0	Q9BYQ7
Q9BYQ0	Q9BYQ7_VAR_A134T
Q9BYQ0	Q9QZU5
Q9BYQ0	Q9BYQ9
Q9BYQ0	P60328
Q9BYQ0	Q9D6S9
Q9BYQ0	P60409
Q9BYQ0	Q3LI76
Q9BYQ0	B1AQ85
Q9BYQ0	Q9BYR4
Q9BYQ0	Q9BYQ5
Q9BYQ0	Q9BYQ2
Q9BYQ0	A2A5X5
D3ZQ30	D3ZQ30
D3ZQ30	Q9Y4R8
D3ZQ30	Q9DC40
NP_001099188	NP_001099188
NP_001099188	Q9EQH3
NP_001099188	Q96QK1
Q96RS6-2	Q96RS6-2
Q96RS6-2	Q6PIP5
Q96RS6-2	B5DFD1
Q96RS6-2	Q96RS6
Q5M9I6	Q5M9I6
Q5M9I6	Q99LX5
Q5M9I6	Q9BU76
XP_003085371	XP_003085371
D3ZPY8	D3ZPY8
D3ZPY8	G3X9Y6
D3ZPY8	Q6AYQ2
D3ZPY8	Q5RJP0
D3ZPY8	P17516
D3ZPY8	P31210
D3ZPY8	C9JRZ8
D3ZPY8	G5E895
D3ZPY8	Q8VCX1
D3ZPY8	Q96JD6
D3ZPY8	Q9DCT1
D3ZPY8	Q6AY99
D3ZPY8	Q5T2L2
D3ZPY8	D3ZEL2
D3ZPY8	Q5U1Y4
D3ZPY8	Q8K023
D3ZPY8	P42330
D3ZPY8	Q2MHD9
D3ZPY8	Q3UXL1
D3ZPY8	P70694
D3ZPY8	D3ZF77
D3ZPY8	Q04828
D3ZPY8	P52895
D3ZPY8	Q91WR5
D3ZPY8	Q91WT7
D3ZPY8	P07943
D3ZPY8	P23457
D3ZPY8	Q9JII6
D3ZPY8	Q9CZU0
D3ZPY8	P14550
D3ZPY8	Q8VC77
D3ZPY8	Q91X42
D3ZPY8	Q8VC28
D3ZPY8	Q91W30
D3ZPY8	P51635
D3ZPY8	P52895-2
D3ZPY8	P45377
D3ZPY8	P51652
D3ZPY8	O60218
D3ZPY8	P45376
D3ZPY8	P15121
D3ZPY8	P51857
D3ZPY8	D3Z494
D3ZPY8	P21300
G3UWA7	G3UWA7
D3Z9B0	D3Z9B0
D3Z9B0	A6NK44
D3Z9B0	Q9D8I3
P81799	P81799
P81799	Q9UJ70
P81799	Q9QZ08
P81799	Q9UJ70-2
XP_003084868	XP_003084868
Q9CU24	Q9CU24
Q63396	Q63396
Q63396	P11031
Q63396	P53999
Q66H71	Q66H71
Q66H71	Q8BFS6
Q66H71	Q9BRF8
Q9XSU4	Q9XSU4
Q9XSU4	P62282
Q9XSU4	P62281
Q9XSU4	P62280
H3BRN8	H3BRN8
H3BRN8	V9GXK1
H3BRN8	M0RBQ6
Q6F596	Q6F596
Q6F596	Q9WTN0
Q6F596	O95749
Q63798	Q63798
Q63798	P61290
Q63798	P61289
Q63798	Q5FVM2
Q63798	Q9UL46
Q63798	P97372
Q63798	Q06323-2
Q63798	P61289-2
Q63798	P97371
Q63798	Q06323
Q63798	Q63797
Q566R0	Q566R0
Q566R0	Q5T1C6
Q566R0	Q3UUI3
Q566R0	Q8N1Q8
Q566R0	Q9CQJ0
D3ZIW9	D3ZIW9
D3ZIW9	Q3UHV4
D3ZIW9	A6NMA1
D4ADI8	D4ADI8
D4ADI8	P46013-2
D4ADI8	Q69YH5
D4ADI8	NP_001258295
D4ADI8	XP_006230515
D4ADI8	P46013
D4ADI8	Q14B71
D4ADI8	XP_345842
D4ADI8	E9PVX6
D4ADI8	Q69YH5-2
Q9R1T5	Q9R1T5
Q9R1T5	Q96HD9
Q9R1T5	P45381
Q9R1T5	Q91XE4
Q9R1T5	Q8R3P0
Q9R1T5	Q5M876
A2VCW9	A2VCW9
A2VCW9	Q9UDR5
A2VCW9	Q99K67
Q8IVJ8-3	Q8IVJ8-3
Q8IVJ8-3	Q8IVJ8
Q64640	Q64640
Q64640	P55264
Q64640	P55263
Q70CQ2-2	Q70CQ2-2
Q70CQ2-2	Q6ZQ93
Q70CQ2-2	NP_001258125
Q70CQ2-2	Q70CQ2
Q9HBR0-3	Q9HBR0-3
Q9HBR0-3	Q5I012
Q9HBR0-3	Q9HBR0
Q9HBR0-3	E9PT23
Q9HBR0-3	Q5I012-3
Q9HBR0-3	E1BF27
Q8WYA0-4	Q8WYA0-4
Q8WYA0-4	P83829
Q8WYA0-4	O35594
Q8WYA0-4	Q8WYA0
Q6AYM5	Q6AYM5
Q6AYM5	Q8IYX1
Q6AYM5	Q9D9D3
Q9BXJ9-4	Q9BXJ9-4
Q9BXJ9-4	XP_003751565
Q9BXJ9-4	Q80UM3
Q9BXJ9-4	Q9BXJ9
Q9BXJ9-4	D3ZD89
Q9BXJ9-4	Q6N069
Q9BXJ9-4	Q9DBB4
Q63507	Q63507
Q63507	Q6TUH8
Q63507	Q3T0U2
Q63507	Q9CR57
Q63507	P50914
Q9Y4W2-2	Q9Y4W2-2
Q9Y4W2-2	Q9Y4W2
Q9Y4W2-2	A2BE28
Q9Y4W2-2	F7FJR8
Q5I0L7	Q5I0L7
Q5I0L7	Q9D1R2
Q5I0L7	Q96EK9
B2GV22	B2GV22
B2GV22	Q5PQL5
B2GV22	Q99LH2
B2GV22	P48651
B2GV22	Q9BVG9
B2GV22	Q9Z1X2
Q5GFD9	Q5GFD9
Q5GFD9	O55091
Q5GFD9	Q9P2X3
Q66H59	Q66H59
Q66H59	Q9BXD5
Q66H59	Q9DCJ9
D3ZAA0	D3ZAA0
D3ZAA0	O60831
D3ZAA0	Q9JIG8
D3ZAA0	Q9ES40
D3ZAA0	Q8R5J9
D3ZAA0	O75915
L0R6Q1	L0R6Q1
Q04807	Q04807
Q04807	P81447
Q04807	Q02596
Q8N7H5-2	Q8N7H5-2
Q8N7H5-2	Q4V886
Q8N7H5-2	Q8K2T8
Q8N7H5-2	Q8N7H5
E1BDS6	E1BDS6
E1BDS6	Q12888-3
E1BDS6	F1M842
E1BDS6	Q12888
E1BDS6	P70399_VAR_A427T
E1BDS6	P70399
E1BDS6	Q12888-2
A0A1B0GUC4	A0A1B0GUC4
A0A1B0GUC4	Q3UWS6
Q49AR2-3	Q49AR2-3
Q49AR2-3	Q8BGC1
Q49AR2-3	Q49AR2
Q9ULI2-2	Q9ULI2-2
Q9ULI2-2	Q8IXN7
Q9ULI2-2	Q9ULI2
Q9ULI2-2	Q6PFX8
Q9ULI2-2	Q80WS1
Q9ULI2-2	D4ADZ3
Q68FQ8	Q68FQ8
Q68FQ8	Q9Y238
Q68FQ8	E9Q8C0
M0RAU5	M0RAU5
M0RAU5	Q3KNY5
M0RAU5	Q7Z7H3
M0RAU5	B9EKE5
M0RAU5	A6NNX1
Q99538-3	Q99538-3
Q99538-3	Q9R0J8
Q99538-3	O89017
Q99538-3	Q5XIP2
Q99538-3	Q99538
Q99538-3	Q92643
Q99538-3	Q9CXY9
P0C152	P0C152
P0C152	Q5HYA8
P0C152	Q8BR76
Q811U3	Q811U3
Q811U3	Q8IUD2
Q811U3	Q8K3M6
Q811U3	Q6PH08
Q811U3	O15083
Q811U3	Q8IUD2-2
Q811U3	Q8IUD2-4
Q811U3	Q99MI1
Q811U3	Q99MI1-2
Q9ULI1	Q9ULI1
Q9ULI1	XP_001078520
Q9ULI1	Q6P5U7
Q9D3U0	Q9D3U0
Q9D3U0	NP_001388093
Q9D3U0	Q3MIT2
Q9H5V9	Q9H5V9
Q9H5V9	Q8VDP2
Q9H5V9	D4A067
Q9CQH0	Q9CQH0
Q9CQH0	O75264
Q9CQH0	Q0VG18
Q9CQH0	Q13113
Q9CQH0	Q923S2
P81605	P81605
P81605	Q71DI1
Q6UWD8	Q6UWD8
Q6UWD8	Q5BK39
Q6UWD8	Q8C708
Q14353	Q14353
Q14353	P10868
Q14353	O35969
Q9Y586	Q9Y586
Q9Y586	Q8BPP1
Q9Y586	O70299
Q9Y586	Q13394
Q99MN1	Q99MN1
Q99MN1	Q8R2P8
Q99MN1	Q5XIM7
Q99MN1	Q15046-2
Q99MN1	Q15046
Q5SW28	Q5SW28
Q5SW28	Q8WYR1
Q5SW28	D4A4I3
Q96PC5	Q96PC5
Q96PC5	Q96PC5-7
Q96PC5	Q16674
Q96PC5	NP_001358276
Q96PC5	Q96PC5-9
Q96PC5	Q96PC5-10
Q96PC5	Q96PC5-2
Q96PC5	A4FU28
Q96PC5	Q5JRA6
Q96PC5	Q86UF2
Q96PC5	A4D2H0
Q96PC5	Q9JIE3
Q96PC5	XP_038947420
Q96PC5	Q8BI84
Q96PC5	Q96RT6
Q96PC5	Q62946
Q96PC5	Q9NRC9
Q96PC5	NP_001358270
Q96PC5	Q61865
Q96PC5	Q91ZV0
Q96PC5	Q8IX94
Q96PC5	P0CG41
Q96PC5	Q96PC5-8
Q96PC5	Q91ZV0-3
Q7Z7A3	Q7Z7A3
Q7Z7A3	Q99J10
Q7Z7A3	B1WBV0
F5H4B4	F5H4B4
F5H4B4	Q96M60
F5H4B4	Q6AXP3
F5H4B4	Q9D518
F5H4B4	Q9D3V8
Q5SQP1	Q5SQP1
Q5SQP1	D3ZWE7
Q5SQP1	Q8N7B1
Q5SQP1	Q9D5T7
Q5SQP1	Q86X24
A0JP43	A0JP43
A0JP43	A4FU69
Q9QXN5	Q9QXN5
Q9QXN5	Q9QXN4
Q9QXN5	Q9UGB7
Q8CHN6	Q8CHN6
Q8CHN6	O95470
Q8CHN6	Q8R0X7
Q5T681	Q5T681
Q5T681	Q80Y39
Q5T681	Q6AYN3
O43914-2	O43914-2
O43914-2	Q6X9T7
O43914-2	O54885
O43914-2	O43914
Q03288	Q03288
Q03288	P42127
Q03288	P56473
Q03288	O00253
Q03288	Q99JA2
Q499N5	Q499N5
Q499N5	Q8VCW8
Q499N5	Q96CM8
Q499N5	Q96CM8-2
Q9UJX0	Q9UJX0
Q9UJX0	Q3TEE9
Q9UJX0	Q8VC10
Q9UJX0	Q9Y236
Q61839	Q61839
Q61839	P55207
Q61839	P23582
Q8N9R6	Q8N9R6
Q8N9R6	Q9DA64
Q7TQ32	Q7TQ32
Q7TQ32	Q7TQ33
Q7TQ32	Q6NW40
Q7TQ32	Q96B86
Q7TQ32	Q8N7M5
Q7TQ32	NP_001100994
Q7TQ32	Q6ZVN8
Q7TQ32	Q96B86-4
Q7TQ32	Q6PCX7
Q6SKR2	Q6SKR2
Q6SKR2	Q921L7
Q6SKR2	Q9Y5R4
Q6SKR2	Q9Y5N5
P83855	P83855
Q921I9	Q921I9
Q921I9	Q9NQT4
Q921I9	D3ZW38
Q921I9	Q5RKV6
Q921I9	Q8BTW3
Q921I9	Q9CRA8
Q921I9	F1LSX7
Q921I9	D4A4Y0
Q921I9	Q9NPD3
P0C5H9	P0C5H9
P0C5H9	Q9CXI5
P0C5H9	Q8CC36
P0C5H9	Q49AH0
P0C5H9	P0C5I0
P0C5H9	P55145
D4AC73	D4AC73
D4AC73	Q8K2Q5
D4AC73	Q9BUK0
D4AC73	Q9BUK0-4
Q8VCK7	Q8VCK7
Q8VCK7	O35775
Q8VCK7	Q0VAF6
Q8K1A5	Q8K1A5
Q8K1A5	Q5BJD5-2
Q8K1A5	Q5FVN2
Q8K1A5	Q96HV5
Q8K1A5	Q9D8U2
Q8K1A5	Q5BJD5
P00848	P00848
P00848	P05504
P00848	P00846
P09919	P09919
P09919	P09920
P09919	P97712
D3Z649	D3Z649
D3Z649	Q5JUK3
D3Z649	Q6ZPR4
D3Z649	Q9Z258
D3Z649	Q5JUK3-2
D3Z649	Q6UVM3
D3Z649	Q6UVM4
Q61488	Q61488
Q61488	Q14623
Q61488	Q80XI9
Q61488	Q15465
Q61488	Q62226
Q61488	O43323
Q61488	Q63673
D3ZAP8	D3ZAP8
D3ZAP8	Q96Q45-3
D3ZAP8	Q3V0J1
D3ZAP8	Q96Q45
Q8R3K3	Q8R3K3
Q8R3K3	D4A9I4
Q8R3K3	Q8WV60
Q99JP4	Q99JP4
Q99JP4	Q6YDN7
Q99JP4	Q8NHZ8
Q8C0V1-2	Q8C0V1-2
Q8C0V1-2	A0A0G2KAQ9
Q8C0V1-2	Q8C0V1
Q8C0V1-2	Q8NA31
NP_001389395	NP_001389395
NP_001389395	Q8R0E5
NP_001389395	Q5SQS8
NP_001389395	Q8CDT9
Q5PR68	Q5PR68
Q5PR68	Q8N8E3
P23610	P23610
P23610	M0RDU0
P23610	Q00558
Q6A044	Q6A044
Q6A044	P81408
Q6A044	Q5HZJ5
Q6A044	O60320
Q6A044	F1LTM7
Q6A044	Q4FZH1
Q6A044	Q15884
Q6A044	P81408-4
P10746	P10746
P10746	Q5XIF2
P10746	P51163
P51114-2	P51114-2
P51114-2	Q61584-2
P51114-2	P51114-3
P51114-2	Q06787-6
P51114-2	XP_038958509
P51114-2	Q06787-2
P51114-2	Q06787-8
P51114-2	B1H2A6
P51114-2	Q06787-3
P51114-2	Q80WE1
P51114-2	Q06787-7
P51114-2	P35922
P51114-2	Q06787
P51114-2	Q06787-9
P51114-2	Q61584
P51114-2	Q61584-3
P51114-2	P51114
P51114-2	Q9WVR4
P51114-2	P51116
P51114-2	Q6P5B5
P51114-2	Q06787-5
P51114-2	P35922-3
P51114-2	B4DM78
P51114-2	Q5XI81
P0CG20	P0CG20
P0CG20	Q32MQ0
P0CG20	Q8BH05
Q99LS0	Q99LS0
Q99LS0	D4A540
Q99LS0	Q9H1Z8
Q9NYY1	Q9NYY1
Q9NYY1	P22301
Q9NYY1	P18893
Q9NYY1	Q8CJ70
Q9NYY1	Q9UHD0
Q9NYY1	P29456
Q9NYY1	Q9JKV9
Q9NYY1	Q925S4
Q9NYY1	Q9JI24
Q9NYY1	Q13007
Q9JJK5	Q9JJK5
Q9JJK5	Q66HH4
Q9JJK5	Q9BSE4
Q9JJK5	Q9JJC9
Q9JJK5	Q9ESS9
Q9JJK5	Q15011
Q3U481	Q3U481
Q3U481	Q6NUT3-3
Q3U481	Q6NUT3
XP_918088	XP_918088
XP_918088	P35244
XP_918088	Q9CQ71
XP_918088	D4A845
P10082	P10082
P10082	Q9NRI6
P10082	Q5JQD4
P10082	P57774
P10082	P01298
P10082	P01303
P10082	P10601
P10082	P07808
P10082	P06303
P10082	P10631
P10082	P01298-2
P10082	Q9EPS2
Q9D6Z0	Q9D6Z0
Q9D6Z0	M0R7T2
Q9D6Z0	Q9BT30
P24588	P24588
P24588	D3YVF0
P24588	P24587
P50554	P50554
P50554	P80147
P50554	P61922
P50554	P80404
Q8NEA4	Q8NEA4
Q8NEA4	Q9CQ24
Q8NEA4	D3Z9E4
Q9DAY5	Q9DAY5
Q9DAY5	Q7Z4R8
Q3B8P7	Q3B8P7
Q3B8P7	Q9CQF4
Q3B8P7	Q9P0P8
XP_579906	XP_579906
Q5M9N4	Q5M9N4
Q5M9N4	D4A0Z0
Q5M9N4	Q14442
Q8IV20	Q8IV20
Q8IV20	Q8BZT9
Q8IV20	D3ZCD2
B2RXC1	B2RXC1
B2RXC1	NP_001162586
B2RXC1	Q7Z392
Q9HB07	Q9HB07
Q9HB07	Q9JK81
Q9HB07	Q641W2
Q569B9	Q569B9
Q569B9	Q96LI9
Q569B9	A0A5F8MPE6
Q569B9	Q8NCR3
Q569B9	Q9D4W2
D3Z9K1	D3Z9K1
D3Z9K1	D3Z0P8
D3Z9K1	Q69YZ2
D3Z9K1	M0R5E3
D3Z9K1	Q8C817
D3Z9K1	J3QK46
D3Z9K1	Q86VY9
D3Z9K1	A6NKL6
D3Z9K1	D3Z9B6
Q8NFW8-2	Q8NFW8-2
Q8NFW8-2	Q99KK2
Q8NFW8-2	Q8NFW8
Q8NFW8-2	P69060
Q3SYG4-4	Q3SYG4-4
Q3SYG4-4	Q3SYG4
Q3SYG4-4	Q811G0
Q3SYG4-4	Q3SYG4-3
Q3SYG4-4	XP_017451470
P09895	P09895
P09895	P47962
P09895	P46777
Q5XIN9	Q5XIN9
Q5XIN9	Q9D5W4
Q5XIN9	Q6ZN84
P22985	P22985
P22985	Q06278
P22985	Q5QE79
P22985	O54754
P22985	Q3TYQ9
P22985	Q5QE78
P22985	Q5SGK3
P22985	Q5QE80
P22985	G3X982
P22985	Q00519
P22985	P47989
P22985	Q9Z0U5
P85973	P85973
P85973	P23492
P85973	Q9D8C9
P85973	P00491
E9PRG8	E9PRG8
E9PRG8	Q9D937
E9PRG8	D4AAM1
D3ZHC3	D3ZHC3
D3ZHC3	Q9HAW4
D3ZHC3	Q80YR7
D3ZHC3	Q9HAW4-2
Q538Z0	Q538Z0
Q6YDN8	Q6YDN8
Q6YDN8	Q9D7M1
Q6YDN8	Q9NWU2
D4AAI6	D4AAI6
D4AAI6	Q5T9Z0
D4AAI6	Q810U2
D4AAI6	Q96B21
D4AAI6	Q8VCZ2
D4AAI6	Q497B2
D4AAI6	B7ZWJ5
D4AAI6	Q9NWC5
D4AAI6	Q60774
D4AAI6	Q8CHM9
Q96D31-2	Q96D31-2
Q96D31-2	NP_001014046
Q96D31-2	Q8BH10
Q96D31-2	Q96SN7
Q96D31-2	Q96D31
Q96D31-2	Q5M848
Q96D31-2	Q6P8G8
Q96D31-2	Q9BRQ5
Q96D31-2	Q8BWG9
Q96MC5-2	Q96MC5-2
Q96MC5-2	Q96MC5
Q96MC5-2	Q5FVJ5
Q96MC5-2	Q8R1Y2
E5RJ46	E5RJ46
J3QMK2	J3QMK2
J3QMK2	A8MTZ0
J3QMK2	A8MTZ0-3
J3QMK2	M0RAH3
P12872	P12872
P68313	P68313
Q9GZY4	Q9GZY4
Q8TF63	Q8TF63
Q9Z176	Q9Z176
Q9Z176	B2RXC8
Q9Z176	D3ZLD7
Q9Z176	Q06190
Q9Z176	Q9Y5P8
Q9Z176	Q06190-2
Q9Z176	B1WBU2
Q8VCS6	Q8VCS6
Q8VCS6	Q9NWA0
Q8N2B8	Q8N2B8
Q9UJW9	Q9UJW9
Q9UJW9	Q9ERC3
F8VQ66	F8VQ66
F8VQ66	Q86WS4
Q3USE1	Q3USE1
Q96MC9	Q96MC9
Q5T036	Q5T036
Q6ZTY9	Q6ZTY9
A0A2R8Y2Y2	A0A2R8Y2Y2
Q9BTE6-3	Q9BTE6-3
Q9BTE6-3	B0YJ81
Q9BTE6-3	Q8K2C9
Q9BTE6-3	A2A4P5
Q9BTE6-3	Q6Y1H2
Q9BTE6-3	Q9D3B1
Q9BTE6-3	Q9BTE6-2
Q9BTE6-3	Q3THG9
Q9BTE6-3	A2A4P3
Q9BTE6-3	E9PB15
Q9BTE6-3	Q9R0Q7
Q9BTE6-3	P83868
Q9BTE6-3	Q15185
Q9BTE6-3	Q9P035
Q9BTE6-3	Q5XI97
Q9BTE6-3	Q9BTE6
Q9BTE6-3	D4ABI7
Q9BTE6-3	Q9D9A7
Q9BTE6-3	Q5VWC8
Q9BTE6-3	A2AKM2
Q9BTE6-3	Q9QY80
Q9BTE6-3	B4DP11
Q9BTE6-3	D3Z7C6
A0A494BZU4	A0A494BZU4
P0DW81	P0DW81
D3ZMP6	D3ZMP6
D3ZMP6	Q9NPE3
D3ZMP6	Q9CQS2
P03420	P03420
Q9D772	Q9D772
Q9D772	D4AAI7
Q9D772	Q8IW50-2
Q9D772	Q8IW50-6
Q9D772	Q14DQ1
Q9D772	Q5XKK7
Q9D772	A0A0G2JWV6
Q9D772	Q8IW50
Q9D772	Q8IW50-5
Q6ZWK4	Q6ZWK4
Q8VHU2	Q8VHU2
Q8VHU2	P58467
Q8VHU2	Q9NVD3
Q1A5X7	Q1A5X7
Q1A5X7	Q8TF30
Q1A5X7	Q8N9B5
Q1A5X7	Q9QXM1
Q1A5X7	XP_038959379
Q1A5X7	Q571B6
Q1A5X7	D3ZKN4
XP_233429	XP_233429
XP_233429	Q60988
XP_233429	Q15468
Q6Q795	Q6Q795
Q5SS90	Q5SS90
Q5SS90	Q8NEG2
Q5RJY5	Q5RJY5
Q5RJY5	Q6ZQH8
Q5RJY5	Q5SRE5
Q5RJY5	Q5SRE5-2
Q5RJG1	Q5RJG1
Q5RJG1	Q9BSC4
Q5RJG1	Q66H99
Q9H1C3	Q9H1C3
Q9H1C3	Q640P4
Q9H1C3	Q6AYF6
Q9H1C3	Q68CQ7
Q9H1C3	Q6NSU3
O43159	O43159
O43159	Q9DB85
O43159	Q5U4F0
Q9CPW7	Q9CPW7
Q9CPW7	Q96NC0
Q9CPW7	D4AD01
P11590	P11590
P11590	Q80YX8
P11590	P04939
P11590	Q5FW60
P11590	B1AVU4
P11590	A2AEN9
P11590	P02761
P11590	XP_002730288
P11590	L7N222
P11590	E9PVW0
P11590	P09466
P11590	P15399
P11590	P11588
P11590	A9R9W0
P11590	P11591
P11590	A2AEP0
P11590	Q9D3H2
P11590	B5X0G2
P11590	Q9D267
P11590	O08976
P11590	P11589
P11590	P02762
P11590	Q8WX39
P11590	A2BIM8
P11590	P04938
P11590	P81245
P78333	P78333
P78333	P51654-3
P78333	Q8CAL5
P78333	P51654
P78333	P13265
P78333	Q8CFZ4
Q8VCV9	Q8VCV9
Q8VCV9	Q5TF39
Q8VCV9	F1LTM4
Q8VCV9	E9PYY6
Q8VCV9	Q80T22
Q6AYQ8	Q6AYQ8
Q6AYQ8	Q3TC72
Q6AYQ8	Q6P587
Q6AYQ8	Q8R0F8
Q6AYQ8	Q96GK7
Q6AYQ8	B2RYW9
Q6AYQ8	Q6P587-2
Q6AYQ8	Q6P2I3
Q8IYX3-1	Q8IYX3-1
Q8IYX3-1	Q80X53
Q8IYX3-1	Q8IYX3
Q8IYX3-1	Q4V8B5
Q9BZA0	Q9BZA0
O75935-3	O75935-3
O75935-3	D4A1B8
O75935-3	O75935
O75935-3	Q9Z0Y1
Q6IQ49-3	Q6IQ49-3
Q6IQ49-3	Q6IQ49-2
Q6IQ49-3	Q8K1J5
Q6IQ49-3	Q6IQ49
Q6IQ49-3	Q12874
Q6IQ49-3	Q4KLI7
Q6IQ49-3	Q9D554
Q6IQ49-3	Q5BJN8
Q17R31-4	Q17R31-4
Q17R31-4	Q17R31-3
Q17R31-4	NP_001099457
Q17R31-4	Q17R31
Q17R31-4	Q3U1C6
P61459	P61459
P61459	P61457
P61459	P61458
P61459	Q9CZL5
P61459	Q9H0N5
P61459	XP_003751690
F1M101	F1M101
F1M101	P70347
F1M101	Q92844
D3ZHC6	D3ZHC6
D3ZHC6	G3X8U2
Q08E93	Q08E93
Q08E93	Q5T7N8
O35985	O35985
O35985	P02814
O35985	O09133
O35985	Q99954
O35985	O35961
O35985	Q61900
O35985	O35982
O35985	O35979
O35985	Q99935
Q6AXP1	Q6AXP1
Q6AXP1	Q9H6X5
Q6AXP1	Q922C1
Q8VHU4	Q8VHU4
Q8VHU4	Q7TT37
Q8VHU4	O95163
Q9H201-2	Q9H201-2
Q9H201-2	Q99KN9
Q9H201-2	B2RY64
Q9H201-2	Q8CHU3-2
Q9H201-2	Q4V882
Q9H201-2	Q5NCM5
Q9H201-2	Q14677-3
Q9H201-2	NP_001033759
Q9H201-2	Q8CHU3
